work_order_id,robot_id,warehouse_id,cmms_status,fleet_availability,issue,opened_at,safety_release_recorded
WO-000495,RBT-0396,DC-10,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-08-22T06:00:00,Y
WO-000496,RBT-0359,DC-09,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-08-26T06:00:00,Y
WO-000497,RBT-0529,DC-14,OPEN,AVAILABLE,drive_fault,2026-08-11T06:00:00,N
WO-000498,RBT-0097,DC-03,CLOSED,AVAILABLE,battery_degradation,2026-08-18T06:00:00,Y
WO-000499,RBT-0711,DC-18,PLANNED,AVAILABLE,preventive_maintenance,2026-08-07T06:00:00,N
WO-000500,RBT-0025,DC-01,PLANNED,UNAVAILABLE,battery_degradation,2026-08-20T06:00:00,Y
WO-000501,RBT-0435,DC-11,OPEN,AVAILABLE,drive_fault,2026-09-01T06:00:00,N
WO-000502,RBT-0134,DC-04,PLANNED,AVAILABLE,scanner_fault,2026-08-05T06:00:00,Y
WO-000503,RBT-0020,DC-01,OPEN,AVAILABLE,battery_degradation,2026-08-22T06:00:00,N
WO-000504,RBT-0255,DC-07,PLANNED,UNAVAILABLE,scanner_fault,2026-08-24T06:00:00,N
WO-000505,RBT-0690,DC-18,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-29T06:00:00,Y
WO-000506,RBT-0007,DC-01,OPEN,AVAILABLE,lidar_calibration,2026-08-30T06:00:00,N
WO-000507,RBT-0390,DC-10,PLANNED,AVAILABLE,scanner_fault,2026-09-03T06:00:00,Y
WO-000508,RBT-0233,DC-06,IN_PROGRESS,AVAILABLE,wheel_wear,2026-08-29T06:00:00,Y
WO-000509,RBT-0297,DC-08,IN_PROGRESS,AVAILABLE,drive_fault,2026-08-25T06:00:00,Y
WO-000510,RBT-0019,DC-01,CLOSED,AVAILABLE,wheel_wear,2026-08-09T06:00:00,N
WO-000511,RBT-0584,DC-15,IN_PROGRESS,AVAILABLE,scanner_fault,2026-08-07T06:00:00,Y
WO-000512,RBT-0332,DC-09,IN_PROGRESS,AVAILABLE,wheel_wear,2026-08-13T06:00:00,Y
WO-000513,RBT-0264,DC-07,IN_PROGRESS,AVAILABLE,battery_degradation,2026-08-20T06:00:00,N
WO-000514,RBT-0686,DC-18,CLOSED,AVAILABLE,drive_fault,2026-08-19T06:00:00,Y
WO-000515,RBT-0612,DC-16,IN_PROGRESS,UNAVAILABLE,wheel_wear,2026-08-15T06:00:00,Y
WO-000516,RBT-0682,DC-18,OPEN,AVAILABLE,scanner_fault,2026-08-17T06:00:00,Y
WO-000517,RBT-0642,DC-17,CLOSED,AVAILABLE,preventive_maintenance,2026-08-23T06:00:00,Y
WO-000518,RBT-0445,DC-11,CLOSED,AVAILABLE,drive_fault,2026-08-07T06:00:00,Y
WO-000519,RBT-0228,DC-06,IN_PROGRESS,AVAILABLE,preventive_maintenance,2026-08-23T06:00:00,N
WO-000520,RBT-0211,DC-06,CLOSED,AVAILABLE,drive_fault,2026-08-03T06:00:00,Y
