robot_id,warehouse_id,robot_type,vendor,fleet_id,firmware,battery_soc,battery_soh,health_status,payload_kg,safety_cert_status,calibration_status,connectivity
RBT-0406,DC-10,TUGGER,MoveIQ,DC-10-F3,4.4.3,90,78,HEALTHY,500,VALID,DUE,ONLINE
RBT-0407,DC-10,AMR,MoveIQ,DC-10-F2,3.4.0,39,68,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0408,DC-10,CASE_PICKER,MoveIQ,DC-10-F4,1.0.2,27,97,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0409,DC-10,PALLET_MOVER,MoveIQ,DC-10-F3,3.0.7,86,96,HEALTHY,1000,EXPIRING,VALID,INTERMITTENT
RBT-0410,DC-10,FORK_AMR,MoveIQ,DC-10-F4,1.1.8,25,74,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0411,DC-10,CASE_PICKER,MoveIQ,DC-10-F2,2.2.3,22,85,HEALTHY,250,VALID,VALID,ONLINE
RBT-0412,DC-11,TUGGER,LegacyAGV,DC-11-F3,2.3.8,92,84,DEGRADED,500,EXPIRED,VALID,ONLINE
RBT-0413,DC-11,CASE_PICKER,LegacyAGV,DC-11-F3,3.4.9,74,91,HEALTHY,500,VALID,VALID,ONLINE
RBT-0414,DC-11,FORK_AMR,LegacyAGV,DC-11-F1,3.3.1,84,68,HEALTHY,500,VALID,VALID,ONLINE
RBT-0415,DC-11,CASE_PICKER,LegacyAGV,DC-11-F2,1.8.3,79,69,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0416,DC-11,AGV,LegacyAGV,DC-11-F2,1.0.3,30,92,HEALTHY,100,VALID,VALID,INTERMITTENT
RBT-0417,DC-11,AMR,LegacyAGV,DC-11-F3,1.4.1,92,89,DEGRADED,250,EXPIRING,VALID,ONLINE
RBT-0418,DC-11,AMR,LegacyAGV,DC-11-F4,2.5.4,34,79,DEGRADED,250,VALID,VALID,ONLINE
RBT-0419,DC-11,AGV,LegacyAGV,DC-11-F3,1.2.2,55,86,HEALTHY,250,VALID,VALID,ONLINE
RBT-0420,DC-11,AGV,LegacyAGV,DC-11-F4,4.1.6,96,70,HEALTHY,500,EXPIRING,DUE,ONLINE
RBT-0421,DC-11,AMR,LegacyAGV,DC-11-F3,3.1.1,32,80,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0422,DC-11,AMR,LegacyAGV,DC-11-F4,2.7.2,19,82,HEALTHY,250,VALID,DUE,ONLINE
RBT-0423,DC-11,AMR,LegacyAGV,DC-11-F3,2.5.0,44,74,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0424,DC-11,AMR,LegacyAGV,DC-11-F4,2.8.9,73,69,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0425,DC-11,AGV,LegacyAGV,DC-11-F4,1.3.7,15,96,DEGRADED,500,VALID,VALID,ONLINE
RBT-0426,DC-11,CASE_PICKER,LegacyAGV,DC-11-F2,4.6.9,42,84,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0427,DC-11,CASE_PICKER,LegacyAGV,DC-11-F3,2.7.5,31,70,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0428,DC-11,CASE_PICKER,LegacyAGV,DC-11-F1,2.9.8,77,93,HEALTHY,1500,VALID,DUE,INTERMITTENT
RBT-0429,DC-11,TUGGER,LegacyAGV,DC-11-F4,4.3.2,67,100,HEALTHY,250,VALID,VALID,ONLINE
RBT-0430,DC-11,CASE_PICKER,LegacyAGV,DC-11-F3,4.1.5,88,84,MAINTENANCE,500,VALID,VALID,ONLINE
RBT-0431,DC-11,TUGGER,LegacyAGV,DC-11-F4,3.6.9,69,70,HEALTHY,500,VALID,VALID,ONLINE
RBT-0432,DC-11,AGV,LegacyAGV,DC-11-F3,1.5.0,73,88,DEGRADED,500,EXPIRING,DUE,ONLINE
RBT-0433,DC-11,AMR,LegacyAGV,DC-11-F1,4.3.9,16,73,HEALTHY,250,VALID,VALID,OFFLINE
RBT-0434,DC-11,TUGGER,LegacyAGV,DC-11-F4,2.2.5,79,93,DEGRADED,1000,VALID,OVERDUE,ONLINE
RBT-0435,DC-11,PALLET_MOVER,LegacyAGV,DC-11-F4,1.3.0,73,85,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0436,DC-11,AMR,LegacyAGV,DC-11-F1,4.4.9,73,92,HEALTHY,250,VALID,VALID,ONLINE
RBT-0437,DC-11,PALLET_MOVER,LegacyAGV,DC-11-F4,2.7.6,100,74,HEALTHY,100,VALID,VALID,ONLINE
RBT-0438,DC-11,AGV,LegacyAGV,DC-11-F4,1.0.1,74,68,HEALTHY,250,VALID,VALID,ONLINE
RBT-0439,DC-11,CASE_PICKER,LegacyAGV,DC-11-F2,1.4.8,17,68,HEALTHY,500,VALID,DUE,ONLINE
RBT-0440,DC-11,FORK_AMR,LegacyAGV,DC-11-F1,1.7.0,96,76,HEALTHY,100,VALID,VALID,ONLINE
RBT-0441,DC-11,AMR,LegacyAGV,DC-11-F2,1.5.1,38,77,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0442,DC-11,TUGGER,LegacyAGV,DC-11-F4,3.7.3,68,70,HEALTHY,500,VALID,VALID,ONLINE
RBT-0443,DC-11,TUGGER,LegacyAGV,DC-11-F2,4.2.0,47,97,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0444,DC-11,AGV,LegacyAGV,DC-11-F4,2.0.5,91,85,HEALTHY,100,VALID,DUE,ONLINE
RBT-0445,DC-11,TUGGER,LegacyAGV,DC-11-F1,4.5.9,36,76,HEALTHY,100,VALID,VALID,ONLINE
RBT-0446,DC-12,AGV,FleetOne,DC-12-F2,1.6.5,91,71,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0447,DC-12,CASE_PICKER,FleetOne,DC-12-F2,2.7.7,80,87,HEALTHY,500,VALID,VALID,ONLINE
RBT-0448,DC-12,FORK_AMR,FleetOne,DC-12-F3,4.7.7,64,69,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0449,DC-12,CASE_PICKER,FleetOne,DC-12-F2,3.4.7,46,76,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0450,DC-12,FORK_AMR,FleetOne,DC-12-F4,1.4.5,77,99,HEALTHY,500,VALID,VALID,ONLINE
RBT-0451,DC-12,CASE_PICKER,FleetOne,DC-12-F3,1.3.4,62,71,HEALTHY,250,VALID,VALID,ONLINE
RBT-0452,DC-12,PALLET_MOVER,FleetOne,DC-12-F1,3.9.5,40,73,HEALTHY,250,VALID,VALID,ONLINE
RBT-0453,DC-12,AMR,FleetOne,DC-12-F3,2.6.0,56,80,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0454,DC-12,PALLET_MOVER,FleetOne,DC-12-F3,2.3.7,99,89,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0455,DC-12,AMR,FleetOne,DC-12-F2,1.1.2,85,83,HEALTHY,100,VALID,VALID,ONLINE
RBT-0456,DC-12,PALLET_MOVER,FleetOne,DC-12-F1,3.7.7,43,80,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0457,DC-12,FORK_AMR,FleetOne,DC-12-F4,4.8.0,33,71,HEALTHY,500,VALID,VALID,ONLINE
RBT-0458,DC-12,TUGGER,FleetOne,DC-12-F4,2.7.4,22,68,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0459,DC-12,AGV,FleetOne,DC-12-F3,3.2.5,82,98,DEGRADED,250,EXPIRING,VALID,ONLINE
RBT-0460,DC-12,CASE_PICKER,FleetOne,DC-12-F4,4.8.3,17,71,HEALTHY,250,VALID,DUE,ONLINE
RBT-0461,DC-12,CASE_PICKER,FleetOne,DC-12-F4,3.1.7,41,97,HEALTHY,500,VALID,DUE,ONLINE
RBT-0462,DC-12,TUGGER,FleetOne,DC-12-F4,1.5.6,43,100,HEALTHY,100,EXPIRING,VALID,ONLINE
RBT-0463,DC-12,CASE_PICKER,FleetOne,DC-12-F4,3.6.8,79,88,HEALTHY,1500,VALID,VALID,OFFLINE
RBT-0464,DC-12,AGV,FleetOne,DC-12-F2,2.9.2,89,77,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0465,DC-12,FORK_AMR,FleetOne,DC-12-F3,3.0.0,22,99,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0466,DC-12,AMR,FleetOne,DC-12-F2,3.2.7,48,69,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0467,DC-12,FORK_AMR,FleetOne,DC-12-F3,2.6.3,97,85,HEALTHY,500,EXPIRED,VALID,ONLINE
RBT-0468,DC-12,PALLET_MOVER,FleetOne,DC-12-F4,3.1.6,75,92,HEALTHY,250,VALID,DUE,ONLINE
RBT-0469,DC-12,FORK_AMR,FleetOne,DC-12-F2,4.8.6,47,81,HEALTHY,500,EXPIRED,DUE,ONLINE
RBT-0470,DC-12,AMR,FleetOne,DC-12-F3,4.1.9,10,99,HEALTHY,100,VALID,OVERDUE,ONLINE
RBT-0471,DC-12,PALLET_MOVER,FleetOne,DC-12-F1,2.0.9,93,72,HEALTHY,1500,VALID,VALID,OFFLINE
RBT-0472,DC-12,TUGGER,FleetOne,DC-12-F2,4.3.2,45,91,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0473,DC-12,PALLET_MOVER,FleetOne,DC-12-F2,1.7.8,93,76,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0474,DC-12,AMR,FleetOne,DC-12-F4,3.8.1,62,77,HEALTHY,1000,VALID,VALID,OFFLINE
RBT-0475,DC-12,AGV,FleetOne,DC-12-F3,3.6.4,35,76,DEGRADED,250,VALID,DUE,ONLINE
RBT-0476,DC-12,CASE_PICKER,FleetOne,DC-12-F2,1.5.3,77,91,HEALTHY,100,VALID,VALID,INTERMITTENT
RBT-0477,DC-12,FORK_AMR,FleetOne,DC-12-F3,4.5.3,92,79,HEALTHY,100,VALID,VALID,ONLINE
RBT-0478,DC-12,FORK_AMR,FleetOne,DC-12-F4,3.1.2,35,100,HEALTHY,1000,VALID,VALID,INTERMITTENT
RBT-0479,DC-12,FORK_AMR,FleetOne,DC-12-F1,1.5.8,52,85,HEALTHY,100,VALID,VALID,ONLINE
RBT-0480,DC-12,AMR,FleetOne,DC-12-F2,3.7.6,57,75,HEALTHY,1500,VALID,DUE,INTERMITTENT
RBT-0481,DC-12,AMR,FleetOne,DC-12-F4,4.6.6,27,95,MAINTENANCE,500,VALID,DUE,ONLINE
RBT-0482,DC-13,CASE_PICKER,RoboFlow,DC-13-F4,4.0.3,88,99,HEALTHY,100,VALID,VALID,ONLINE
RBT-0483,DC-13,FORK_AMR,RoboFlow,DC-13-F1,2.9.1,58,70,HEALTHY,250,EXPIRING,VALID,ONLINE
RBT-0484,DC-13,TUGGER,RoboFlow,DC-13-F3,1.0.6,49,82,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0485,DC-13,FORK_AMR,RoboFlow,DC-13-F1,2.2.6,90,90,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0486,DC-13,TUGGER,RoboFlow,DC-13-F3,2.1.3,8,75,HEALTHY,100,EXPIRING,VALID,ONLINE
RBT-0487,DC-13,AGV,RoboFlow,DC-13-F2,2.8.5,40,77,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0488,DC-13,FORK_AMR,RoboFlow,DC-13-F2,2.6.3,23,89,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0489,DC-13,AGV,RoboFlow,DC-13-F3,1.0.6,28,93,HEALTHY,250,VALID,VALID,ONLINE
RBT-0490,DC-13,CASE_PICKER,RoboFlow,DC-13-F3,4.2.0,72,100,HEALTHY,500,EXPIRING,OVERDUE,ONLINE
RBT-0491,DC-13,CASE_PICKER,RoboFlow,DC-13-F3,4.4.0,11,69,HEALTHY,100,VALID,VALID,ONLINE
RBT-0492,DC-13,TUGGER,RoboFlow,DC-13-F2,4.1.6,52,77,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0493,DC-13,PALLET_MOVER,RoboFlow,DC-13-F4,2.0.6,8,71,HEALTHY,250,VALID,VALID,ONLINE
RBT-0494,DC-13,AMR,RoboFlow,DC-13-F1,3.5.1,24,86,HEALTHY,500,VALID,VALID,ONLINE
RBT-0495,DC-13,TUGGER,RoboFlow,DC-13-F2,3.5.4,97,85,MAINTENANCE,100,EXPIRING,VALID,ONLINE
RBT-0496,DC-13,FORK_AMR,RoboFlow,DC-13-F1,1.9.1,57,76,DEGRADED,1500,EXPIRING,VALID,ONLINE
RBT-0497,DC-13,TUGGER,RoboFlow,DC-13-F3,3.5.5,14,100,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0498,DC-13,PALLET_MOVER,RoboFlow,DC-13-F2,2.7.9,95,79,HEALTHY,500,VALID,VALID,ONLINE
RBT-0499,DC-13,FORK_AMR,RoboFlow,DC-13-F1,1.6.9,11,98,DEGRADED,250,EXPIRING,OVERDUE,ONLINE
RBT-0500,DC-13,TUGGER,RoboFlow,DC-13-F2,3.6.5,79,89,DEGRADED,100,VALID,VALID,OFFLINE
RBT-0501,DC-13,CASE_PICKER,RoboFlow,DC-13-F1,3.4.2,49,73,DEGRADED,500,VALID,VALID,ONLINE
RBT-0502,DC-13,AGV,RoboFlow,DC-13-F2,3.5.8,88,94,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0503,DC-13,FORK_AMR,RoboFlow,DC-13-F2,1.6.9,91,95,DEGRADED,100,VALID,VALID,ONLINE
RBT-0504,DC-13,AGV,RoboFlow,DC-13-F1,1.5.2,92,84,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0505,DC-13,TUGGER,RoboFlow,DC-13-F4,3.4.4,48,81,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0506,DC-13,CASE_PICKER,RoboFlow,DC-13-F4,4.4.6,53,99,HEALTHY,250,VALID,VALID,ONLINE
RBT-0507,DC-13,CASE_PICKER,RoboFlow,DC-13-F3,4.1.2,86,95,DEGRADED,1000,VALID,DUE,INTERMITTENT
RBT-0508,DC-13,PALLET_MOVER,RoboFlow,DC-13-F1,1.2.2,24,85,HEALTHY,250,VALID,VALID,ONLINE
RBT-0509,DC-13,AMR,RoboFlow,DC-13-F1,1.0.9,75,70,DEGRADED,1000,VALID,OVERDUE,INTERMITTENT
RBT-0510,DC-13,PALLET_MOVER,RoboFlow,DC-13-F4,1.8.9,37,75,HEALTHY,1000,VALID,OVERDUE,INTERMITTENT
RBT-0511,DC-13,TUGGER,RoboFlow,DC-13-F4,4.7.1,32,75,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0512,DC-13,CASE_PICKER,RoboFlow,DC-13-F3,1.8.2,67,79,HEALTHY,500,VALID,VALID,ONLINE
RBT-0513,DC-13,FORK_AMR,RoboFlow,DC-13-F1,4.1.9,99,80,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0514,DC-13,AGV,RoboFlow,DC-13-F1,2.1.6,97,80,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0515,DC-13,TUGGER,RoboFlow,DC-13-F2,1.0.3,51,81,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0516,DC-13,TUGGER,RoboFlow,DC-13-F2,1.9.2,64,69,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0517,DC-13,CASE_PICKER,RoboFlow,DC-13-F2,4.2.1,97,68,HEALTHY,100,VALID,VALID,ONLINE
RBT-0518,DC-13,FORK_AMR,RoboFlow,DC-13-F1,1.2.0,12,89,HEALTHY,100,VALID,VALID,ONLINE
RBT-0519,DC-13,AGV,RoboFlow,DC-13-F2,4.4.9,15,97,HEALTHY,500,VALID,VALID,ONLINE
RBT-0520,DC-13,PALLET_MOVER,RoboFlow,DC-13-F4,2.5.1,25,99,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0521,DC-13,PALLET_MOVER,RoboFlow,DC-13-F3,4.2.0,67,93,HEALTHY,100,VALID,VALID,ONLINE
RBT-0522,DC-13,TUGGER,RoboFlow,DC-13-F2,2.1.8,49,77,HEALTHY,250,VALID,VALID,ONLINE
RBT-0523,DC-13,AGV,RoboFlow,DC-13-F3,3.6.2,83,86,HEALTHY,250,VALID,VALID,ONLINE
RBT-0524,DC-13,AGV,RoboFlow,DC-13-F2,3.9.0,36,74,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0525,DC-13,CASE_PICKER,RoboFlow,DC-13-F4,3.7.7,37,85,HEALTHY,100,VALID,VALID,ONLINE
RBT-0526,DC-14,AGV,MoveIQ,DC-14-F4,4.9.4,27,74,DEGRADED,250,VALID,VALID,ONLINE
RBT-0527,DC-14,AMR,MoveIQ,DC-14-F4,3.5.4,80,86,HEALTHY,250,VALID,VALID,ONLINE
RBT-0528,DC-14,TUGGER,MoveIQ,DC-14-F3,1.8.8,70,97,HEALTHY,500,VALID,OVERDUE,ONLINE
RBT-0529,DC-14,PALLET_MOVER,MoveIQ,DC-14-F4,4.2.1,81,83,HEALTHY,500,VALID,VALID,OFFLINE
RBT-0530,DC-14,TUGGER,MoveIQ,DC-14-F4,2.5.2,50,77,HEALTHY,250,VALID,VALID,ONLINE
RBT-0531,DC-14,AMR,MoveIQ,DC-14-F2,2.3.2,23,84,HEALTHY,1000,VALID,OVERDUE,INTERMITTENT
RBT-0532,DC-14,AMR,MoveIQ,DC-14-F2,4.5.3,15,99,HEALTHY,250,EXPIRED,DUE,ONLINE
RBT-0533,DC-14,TUGGER,MoveIQ,DC-14-F1,4.7.1,60,88,HEALTHY,100,VALID,VALID,ONLINE
RBT-0534,DC-14,AGV,MoveIQ,DC-14-F2,1.7.3,64,81,MAINTENANCE,500,VALID,VALID,ONLINE
RBT-0535,DC-14,PALLET_MOVER,MoveIQ,DC-14-F1,1.0.6,34,86,HEALTHY,250,VALID,OVERDUE,ONLINE
RBT-0536,DC-14,FORK_AMR,MoveIQ,DC-14-F4,2.5.2,93,95,HEALTHY,500,VALID,VALID,OFFLINE
RBT-0537,DC-14,CASE_PICKER,MoveIQ,DC-14-F4,1.6.3,61,100,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0538,DC-14,AMR,MoveIQ,DC-14-F3,4.9.2,34,82,MAINTENANCE,250,EXPIRING,VALID,ONLINE
RBT-0539,DC-14,PALLET_MOVER,MoveIQ,DC-14-F1,4.0.6,13,91,HEALTHY,250,VALID,VALID,ONLINE
RBT-0540,DC-14,CASE_PICKER,MoveIQ,DC-14-F1,2.2.7,98,77,HEALTHY,250,VALID,VALID,ONLINE
RBT-0541,DC-14,TUGGER,MoveIQ,DC-14-F3,1.1.5,18,84,DEGRADED,500,VALID,VALID,ONLINE
RBT-0542,DC-14,TUGGER,MoveIQ,DC-14-F3,4.7.8,64,100,HEALTHY,100,VALID,VALID,OFFLINE
RBT-0543,DC-14,CASE_PICKER,MoveIQ,DC-14-F4,1.1.0,71,74,HEALTHY,100,VALID,VALID,INTERMITTENT
RBT-0544,DC-14,AMR,MoveIQ,DC-14-F4,1.0.5,73,79,HEALTHY,100,VALID,VALID,ONLINE
RBT-0545,DC-14,TUGGER,MoveIQ,DC-14-F1,1.1.3,23,95,HEALTHY,1000,VALID,OVERDUE,INTERMITTENT
RBT-0546,DC-14,AMR,MoveIQ,DC-14-F4,2.3.2,60,86,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0547,DC-14,AGV,MoveIQ,DC-14-F2,1.0.0,16,85,DEGRADED,1000,VALID,VALID,OFFLINE
RBT-0548,DC-14,FORK_AMR,MoveIQ,DC-14-F4,4.0.7,80,78,HEALTHY,500,EXPIRED,VALID,ONLINE
RBT-0549,DC-14,AMR,MoveIQ,DC-14-F1,1.7.9,71,89,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0550,DC-14,AMR,MoveIQ,DC-14-F1,1.0.9,47,97,HEALTHY,100,VALID,VALID,ONLINE
RBT-0551,DC-14,AGV,MoveIQ,DC-14-F4,4.0.6,55,77,MAINTENANCE,500,VALID,VALID,ONLINE
RBT-0552,DC-14,AGV,MoveIQ,DC-14-F3,3.4.7,57,69,HEALTHY,500,VALID,VALID,ONLINE
RBT-0553,DC-14,CASE_PICKER,MoveIQ,DC-14-F2,2.9.0,80,86,HEALTHY,250,VALID,VALID,ONLINE
RBT-0554,DC-14,PALLET_MOVER,MoveIQ,DC-14-F1,1.3.0,81,89,HEALTHY,100,VALID,VALID,OFFLINE
RBT-0555,DC-14,FORK_AMR,MoveIQ,DC-14-F3,1.5.0,46,69,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0556,DC-14,FORK_AMR,MoveIQ,DC-14-F3,3.0.9,79,69,HEALTHY,100,VALID,VALID,ONLINE
RBT-0557,DC-14,PALLET_MOVER,MoveIQ,DC-14-F2,4.1.4,61,93,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0558,DC-14,AGV,MoveIQ,DC-14-F2,4.1.9,43,83,HEALTHY,100,EXPIRED,VALID,ONLINE
RBT-0559,DC-14,TUGGER,MoveIQ,DC-14-F3,1.9.9,41,95,HEALTHY,100,VALID,DUE,ONLINE
RBT-0560,DC-14,TUGGER,MoveIQ,DC-14-F4,3.0.0,40,95,HEALTHY,100,VALID,VALID,ONLINE
RBT-0561,DC-14,AMR,MoveIQ,DC-14-F3,2.0.8,81,83,HEALTHY,100,VALID,VALID,ONLINE
RBT-0562,DC-14,PALLET_MOVER,MoveIQ,DC-14-F4,4.8.6,19,96,HEALTHY,250,VALID,VALID,ONLINE
RBT-0563,DC-14,AMR,MoveIQ,DC-14-F4,4.0.7,69,83,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0564,DC-14,TUGGER,MoveIQ,DC-14-F2,3.3.4,78,84,HEALTHY,100,VALID,VALID,ONLINE
RBT-0565,DC-14,TUGGER,MoveIQ,DC-14-F3,4.5.0,97,85,HEALTHY,500,EXPIRING,DUE,ONLINE
RBT-0566,DC-15,TUGGER,LegacyAGV,DC-15-F2,1.9.4,99,83,MAINTENANCE,1000,VALID,VALID,ONLINE
RBT-0567,DC-15,FORK_AMR,LegacyAGV,DC-15-F2,1.7.9,86,76,HEALTHY,1500,VALID,VALID,OFFLINE
RBT-0568,DC-15,FORK_AMR,LegacyAGV,DC-15-F2,1.4.0,55,96,DEGRADED,100,VALID,VALID,ONLINE
RBT-0569,DC-15,AMR,LegacyAGV,DC-15-F3,2.6.5,69,69,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0570,DC-15,TUGGER,LegacyAGV,DC-15-F4,1.7.0,32,83,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0571,DC-15,CASE_PICKER,LegacyAGV,DC-15-F1,2.4.3,35,94,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0572,DC-15,FORK_AMR,LegacyAGV,DC-15-F2,2.2.1,98,84,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0573,DC-15,AMR,LegacyAGV,DC-15-F4,1.3.2,41,72,HEALTHY,500,VALID,DUE,ONLINE
RBT-0574,DC-15,AMR,LegacyAGV,DC-15-F3,3.7.0,27,83,DEGRADED,500,VALID,DUE,ONLINE
RBT-0575,DC-15,AGV,LegacyAGV,DC-15-F1,4.0.7,73,88,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0576,DC-15,CASE_PICKER,LegacyAGV,DC-15-F3,2.1.5,53,87,MAINTENANCE,1500,VALID,OVERDUE,ONLINE
RBT-0577,DC-15,AGV,LegacyAGV,DC-15-F4,1.4.4,100,76,HEALTHY,500,VALID,VALID,ONLINE
RBT-0578,DC-15,FORK_AMR,LegacyAGV,DC-15-F4,2.0.2,34,75,HEALTHY,1500,VALID,DUE,ONLINE
RBT-0579,DC-15,AGV,LegacyAGV,DC-15-F2,2.1.1,83,83,MAINTENANCE,1000,VALID,DUE,ONLINE
RBT-0580,DC-15,PALLET_MOVER,LegacyAGV,DC-15-F2,4.9.7,49,70,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0581,DC-15,AGV,LegacyAGV,DC-15-F4,4.0.1,38,70,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0582,DC-15,CASE_PICKER,LegacyAGV,DC-15-F3,4.3.0,74,96,HEALTHY,1000,VALID,DUE,INTERMITTENT
RBT-0583,DC-15,CASE_PICKER,LegacyAGV,DC-15-F4,3.0.4,82,97,HEALTHY,250,VALID,VALID,ONLINE
RBT-0584,DC-15,AGV,LegacyAGV,DC-15-F4,2.9.7,34,69,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0585,DC-15,CASE_PICKER,LegacyAGV,DC-15-F3,1.5.2,65,85,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0586,DC-15,CASE_PICKER,LegacyAGV,DC-15-F4,4.7.8,58,89,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0587,DC-15,TUGGER,LegacyAGV,DC-15-F3,3.6.5,52,87,MAINTENANCE,100,VALID,VALID,ONLINE
RBT-0588,DC-15,PALLET_MOVER,LegacyAGV,DC-15-F3,3.2.7,95,81,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0589,DC-15,AMR,LegacyAGV,DC-15-F3,2.3.3,87,77,DEGRADED,1000,VALID,OVERDUE,ONLINE
RBT-0590,DC-15,PALLET_MOVER,LegacyAGV,DC-15-F2,4.4.0,91,92,HEALTHY,250,VALID,VALID,ONLINE
RBT-0591,DC-15,PALLET_MOVER,LegacyAGV,DC-15-F2,1.3.9,61,95,DEGRADED,250,VALID,VALID,INTERMITTENT
RBT-0592,DC-15,AMR,LegacyAGV,DC-15-F3,2.6.6,66,96,HEALTHY,1500,EXPIRED,VALID,INTERMITTENT
RBT-0593,DC-15,AMR,LegacyAGV,DC-15-F2,1.3.6,37,72,HEALTHY,250,EXPIRING,VALID,ONLINE
RBT-0594,DC-15,AGV,LegacyAGV,DC-15-F1,4.8.6,71,81,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0595,DC-16,FORK_AMR,FleetOne,DC-16-F4,4.7.6,58,77,MAINTENANCE,100,VALID,VALID,ONLINE
RBT-0596,DC-16,AGV,FleetOne,DC-16-F2,4.0.0,26,69,DEGRADED,100,VALID,VALID,ONLINE
RBT-0597,DC-16,AGV,FleetOne,DC-16-F3,4.8.8,86,85,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0598,DC-16,CASE_PICKER,FleetOne,DC-16-F1,2.3.5,54,73,DEGRADED,100,VALID,VALID,ONLINE
RBT-0599,DC-16,PALLET_MOVER,FleetOne,DC-16-F2,4.1.9,52,85,HEALTHY,500,VALID,DUE,INTERMITTENT
RBT-0600,DC-16,CASE_PICKER,FleetOne,DC-16-F1,2.9.8,29,100,HEALTHY,500,VALID,VALID,ONLINE
RBT-0601,DC-16,CASE_PICKER,FleetOne,DC-16-F4,3.6.0,8,78,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0602,DC-16,AMR,FleetOne,DC-16-F3,3.5.7,20,99,MAINTENANCE,100,VALID,OVERDUE,ONLINE
RBT-0603,DC-16,AMR,FleetOne,DC-16-F4,2.3.0,73,91,HEALTHY,250,VALID,VALID,ONLINE
RBT-0604,DC-16,CASE_PICKER,FleetOne,DC-16-F1,1.7.5,90,97,HEALTHY,500,VALID,VALID,ONLINE
RBT-0605,DC-16,PALLET_MOVER,FleetOne,DC-16-F1,4.2.9,68,85,HEALTHY,500,VALID,VALID,ONLINE
RBT-0606,DC-16,TUGGER,FleetOne,DC-16-F1,2.1.2,56,90,HEALTHY,500,VALID,VALID,ONLINE
RBT-0607,DC-16,FORK_AMR,FleetOne,DC-16-F2,4.2.2,19,98,HEALTHY,100,EXPIRING,VALID,ONLINE
RBT-0608,DC-16,CASE_PICKER,FleetOne,DC-16-F2,1.0.8,52,80,HEALTHY,100,VALID,DUE,ONLINE
