asset_id,warehouse_id,asset_type,state,maintenance_state,controller_version
DC-13-CONVEYOR-07,DC-13,CONVEYOR,AVAILABLE,CLEAR,2.7
DC-13-CONVEYOR-08,DC-13,CONVEYOR,AVAILABLE,CLEAR,6.8
DC-13-CONVEYOR-09,DC-13,CONVEYOR,DEGRADED,CLEAR,4.6
DC-13-CONVEYOR-10,DC-13,CONVEYOR,AVAILABLE,OVERDUE,4.1
DC-13-SORTER-01,DC-13,SORTER,AVAILABLE,CLEAR,4.3
DC-13-SORTER-02,DC-13,SORTER,AVAILABLE,DUE,1.7
DC-13-SORTER-03,DC-13,SORTER,AVAILABLE,CLEAR,5.4
DC-13-ASRS-01,DC-13,ASRS,AVAILABLE,CLEAR,3.6
DC-13-ASRS-02,DC-13,ASRS,AVAILABLE,CLEAR,6.2
DC-13-CHARGER-01,DC-13,CHARGER,AVAILABLE,CLEAR,1.3
DC-13-CHARGER-02,DC-13,CHARGER,DEGRADED,CLEAR,2.2
DC-13-CHARGER-03,DC-13,CHARGER,AVAILABLE,CLEAR,5.0
DC-13-CHARGER-04,DC-13,CHARGER,AVAILABLE,CLEAR,3.2
DC-13-CHARGER-05,DC-13,CHARGER,AVAILABLE,CLEAR,2.3
DC-13-CHARGER-06,DC-13,CHARGER,AVAILABLE,CLEAR,5.8
DC-13-CHARGER-07,DC-13,CHARGER,AVAILABLE,CLEAR,1.8
DC-13-CHARGER-08,DC-13,CHARGER,AVAILABLE,CLEAR,2.1
DC-13-PACK_STATION-01,DC-13,PACK_STATION,AVAILABLE,CLEAR,1.7
DC-13-PACK_STATION-02,DC-13,PACK_STATION,AVAILABLE,CLEAR,1.5
DC-13-PACK_STATION-03,DC-13,PACK_STATION,AVAILABLE,CLEAR,6.6
DC-13-PACK_STATION-04,DC-13,PACK_STATION,AVAILABLE,CLEAR,6.7
DC-13-PACK_STATION-05,DC-13,PACK_STATION,AVAILABLE,CLEAR,2.7
DC-13-PACK_STATION-06,DC-13,PACK_STATION,AVAILABLE,CLEAR,5.8
DC-13-PACK_STATION-07,DC-13,PACK_STATION,AVAILABLE,CLEAR,1.3
DC-13-PACK_STATION-08,DC-13,PACK_STATION,DOWN,DUE,5.3
DC-13-PACK_STATION-09,DC-13,PACK_STATION,AVAILABLE,CLEAR,1.6
DC-13-PACK_STATION-10,DC-13,PACK_STATION,AVAILABLE,OVERDUE,3.0
DC-13-PACK_STATION-11,DC-13,PACK_STATION,DOWN,CLEAR,6.8
DC-13-PACK_STATION-12,DC-13,PACK_STATION,AVAILABLE,CLEAR,3.9
DC-13-DOCK_DOOR-01,DC-13,DOCK_DOOR,AVAILABLE,CLEAR,2.3
DC-13-DOCK_DOOR-02,DC-13,DOCK_DOOR,AVAILABLE,CLEAR,2.6
DC-13-DOCK_DOOR-03,DC-13,DOCK_DOOR,AVAILABLE,DUE,4.1
DC-13-DOCK_DOOR-04,DC-13,DOCK_DOOR,DOWN,CLEAR,2.4
DC-13-DOCK_DOOR-05,DC-13,DOCK_DOOR,AVAILABLE,OVERDUE,1.8
DC-13-DOCK_DOOR-06,DC-13,DOCK_DOOR,DEGRADED,CLEAR,2.3
DC-13-DOCK_DOOR-07,DC-13,DOCK_DOOR,AVAILABLE,CLEAR,4.6
DC-13-DOCK_DOOR-08,DC-13,DOCK_DOOR,DEGRADED,CLEAR,7.6
DC-13-DOCK_DOOR-09,DC-13,DOCK_DOOR,AVAILABLE,CLEAR,7.7
DC-13-DOCK_DOOR-10,DC-13,DOCK_DOOR,AVAILABLE,CLEAR,7.1
DC-13-VISION_GATE-01,DC-13,VISION_GATE,AVAILABLE,CLEAR,6.2
DC-13-VISION_GATE-02,DC-13,VISION_GATE,AVAILABLE,CLEAR,6.8
DC-13-VISION_GATE-03,DC-13,VISION_GATE,AVAILABLE,OVERDUE,7.0
DC-13-VISION_GATE-04,DC-13,VISION_GATE,AVAILABLE,OVERDUE,2.5
DC-13-VISION_GATE-05,DC-13,VISION_GATE,AVAILABLE,CLEAR,3.8
DC-13-VISION_GATE-06,DC-13,VISION_GATE,AVAILABLE,CLEAR,1.9
DC-14-CONVEYOR-01,DC-14,CONVEYOR,DEGRADED,CLEAR,5.6
DC-14-CONVEYOR-02,DC-14,CONVEYOR,DOWN,DUE,4.8
DC-14-CONVEYOR-03,DC-14,CONVEYOR,AVAILABLE,CLEAR,5.8
DC-14-CONVEYOR-04,DC-14,CONVEYOR,AVAILABLE,DUE,3.7
DC-14-CONVEYOR-05,DC-14,CONVEYOR,AVAILABLE,CLEAR,3.2
DC-14-CONVEYOR-06,DC-14,CONVEYOR,AVAILABLE,CLEAR,5.8
DC-14-CONVEYOR-07,DC-14,CONVEYOR,AVAILABLE,CLEAR,5.1
DC-14-CONVEYOR-08,DC-14,CONVEYOR,AVAILABLE,CLEAR,6.3
DC-14-CONVEYOR-09,DC-14,CONVEYOR,AVAILABLE,CLEAR,4.6
DC-14-CONVEYOR-10,DC-14,CONVEYOR,DEGRADED,CLEAR,5.5
DC-14-SORTER-01,DC-14,SORTER,DEGRADED,CLEAR,7.3
DC-14-SORTER-02,DC-14,SORTER,AVAILABLE,CLEAR,2.2
DC-14-SORTER-03,DC-14,SORTER,AVAILABLE,CLEAR,3.9
DC-14-ASRS-01,DC-14,ASRS,AVAILABLE,CLEAR,7.1
DC-14-ASRS-02,DC-14,ASRS,AVAILABLE,DUE,5.6
DC-14-CHARGER-01,DC-14,CHARGER,AVAILABLE,CLEAR,1.5
DC-14-CHARGER-02,DC-14,CHARGER,AVAILABLE,CLEAR,6.0
DC-14-CHARGER-03,DC-14,CHARGER,AVAILABLE,CLEAR,6.0
DC-14-CHARGER-04,DC-14,CHARGER,AVAILABLE,CLEAR,5.1
DC-14-CHARGER-05,DC-14,CHARGER,AVAILABLE,CLEAR,1.8
DC-14-CHARGER-06,DC-14,CHARGER,DOWN,CLEAR,1.4
DC-14-CHARGER-07,DC-14,CHARGER,AVAILABLE,CLEAR,4.2
DC-14-CHARGER-08,DC-14,CHARGER,AVAILABLE,CLEAR,2.6
DC-14-PACK_STATION-01,DC-14,PACK_STATION,DEGRADED,CLEAR,1.5
DC-14-PACK_STATION-02,DC-14,PACK_STATION,AVAILABLE,CLEAR,7.6
DC-14-PACK_STATION-03,DC-14,PACK_STATION,AVAILABLE,CLEAR,3.3
DC-14-PACK_STATION-04,DC-14,PACK_STATION,AVAILABLE,CLEAR,1.5
DC-14-PACK_STATION-05,DC-14,PACK_STATION,AVAILABLE,CLEAR,5.9
DC-14-PACK_STATION-06,DC-14,PACK_STATION,AVAILABLE,DUE,3.2
DC-14-PACK_STATION-07,DC-14,PACK_STATION,AVAILABLE,DUE,4.6
DC-14-PACK_STATION-08,DC-14,PACK_STATION,DEGRADED,CLEAR,4.8
DC-14-PACK_STATION-09,DC-14,PACK_STATION,AVAILABLE,CLEAR,7.4
DC-14-PACK_STATION-10,DC-14,PACK_STATION,AVAILABLE,CLEAR,6.6
DC-14-PACK_STATION-11,DC-14,PACK_STATION,DEGRADED,CLEAR,5.7
DC-14-PACK_STATION-12,DC-14,PACK_STATION,DEGRADED,CLEAR,5.9
DC-14-DOCK_DOOR-01,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,4.8
DC-14-DOCK_DOOR-02,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,4.2
DC-14-DOCK_DOOR-03,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,5.8
DC-14-DOCK_DOOR-04,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,6.7
DC-14-DOCK_DOOR-05,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,2.6
DC-14-DOCK_DOOR-06,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,3.8
DC-14-DOCK_DOOR-07,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,3.6
DC-14-DOCK_DOOR-08,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,6.5
DC-14-DOCK_DOOR-09,DC-14,DOCK_DOOR,AVAILABLE,CLEAR,6.1
DC-14-DOCK_DOOR-10,DC-14,DOCK_DOOR,AVAILABLE,DUE,4.5
DC-14-VISION_GATE-01,DC-14,VISION_GATE,AVAILABLE,CLEAR,4.0
DC-14-VISION_GATE-02,DC-14,VISION_GATE,AVAILABLE,CLEAR,6.0
DC-14-VISION_GATE-03,DC-14,VISION_GATE,AVAILABLE,CLEAR,6.4
DC-14-VISION_GATE-04,DC-14,VISION_GATE,AVAILABLE,CLEAR,2.4
DC-14-VISION_GATE-05,DC-14,VISION_GATE,AVAILABLE,CLEAR,7.5
DC-14-VISION_GATE-06,DC-14,VISION_GATE,DEGRADED,CLEAR,1.4
DC-15-CONVEYOR-01,DC-15,CONVEYOR,AVAILABLE,CLEAR,5.1
DC-15-CONVEYOR-02,DC-15,CONVEYOR,AVAILABLE,DUE,6.3
DC-15-CONVEYOR-03,DC-15,CONVEYOR,DEGRADED,CLEAR,2.0
DC-15-CONVEYOR-04,DC-15,CONVEYOR,AVAILABLE,OVERDUE,7.1
DC-15-CONVEYOR-05,DC-15,CONVEYOR,AVAILABLE,CLEAR,1.4
DC-15-CONVEYOR-06,DC-15,CONVEYOR,AVAILABLE,OVERDUE,3.5
DC-15-CONVEYOR-07,DC-15,CONVEYOR,AVAILABLE,DUE,3.8
DC-15-CONVEYOR-08,DC-15,CONVEYOR,DOWN,CLEAR,3.5
DC-15-CONVEYOR-09,DC-15,CONVEYOR,AVAILABLE,CLEAR,1.2
DC-15-CONVEYOR-10,DC-15,CONVEYOR,AVAILABLE,OVERDUE,6.7
DC-15-SORTER-01,DC-15,SORTER,AVAILABLE,CLEAR,4.7
DC-15-SORTER-02,DC-15,SORTER,AVAILABLE,CLEAR,3.2
DC-15-SORTER-03,DC-15,SORTER,AVAILABLE,CLEAR,7.3
DC-15-ASRS-01,DC-15,ASRS,AVAILABLE,CLEAR,4.4
DC-15-ASRS-02,DC-15,ASRS,AVAILABLE,DUE,4.2
DC-15-CHARGER-01,DC-15,CHARGER,AVAILABLE,CLEAR,7.4
DC-15-CHARGER-02,DC-15,CHARGER,AVAILABLE,CLEAR,4.4
DC-15-CHARGER-03,DC-15,CHARGER,AVAILABLE,CLEAR,2.2
DC-15-CHARGER-04,DC-15,CHARGER,AVAILABLE,CLEAR,5.5
DC-15-CHARGER-05,DC-15,CHARGER,AVAILABLE,CLEAR,5.7
DC-15-CHARGER-06,DC-15,CHARGER,AVAILABLE,CLEAR,5.9
DC-15-CHARGER-07,DC-15,CHARGER,AVAILABLE,DUE,7.9
DC-15-CHARGER-08,DC-15,CHARGER,AVAILABLE,CLEAR,6.5
DC-15-PACK_STATION-01,DC-15,PACK_STATION,AVAILABLE,DUE,5.1
DC-15-PACK_STATION-02,DC-15,PACK_STATION,DEGRADED,CLEAR,2.8
DC-15-PACK_STATION-03,DC-15,PACK_STATION,AVAILABLE,DUE,2.4
DC-15-PACK_STATION-04,DC-15,PACK_STATION,DEGRADED,DUE,7.0
DC-15-PACK_STATION-05,DC-15,PACK_STATION,AVAILABLE,CLEAR,5.4
DC-15-PACK_STATION-06,DC-15,PACK_STATION,AVAILABLE,CLEAR,4.7
DC-15-PACK_STATION-07,DC-15,PACK_STATION,AVAILABLE,CLEAR,3.2
DC-15-PACK_STATION-08,DC-15,PACK_STATION,AVAILABLE,CLEAR,1.8
DC-15-PACK_STATION-09,DC-15,PACK_STATION,AVAILABLE,CLEAR,7.2
DC-15-PACK_STATION-10,DC-15,PACK_STATION,AVAILABLE,CLEAR,2.1
DC-15-PACK_STATION-11,DC-15,PACK_STATION,DOWN,DUE,7.1
DC-15-PACK_STATION-12,DC-15,PACK_STATION,AVAILABLE,CLEAR,3.3
DC-15-DOCK_DOOR-01,DC-15,DOCK_DOOR,DEGRADED,CLEAR,6.1
DC-15-DOCK_DOOR-02,DC-15,DOCK_DOOR,AVAILABLE,DUE,1.0
DC-15-DOCK_DOOR-03,DC-15,DOCK_DOOR,AVAILABLE,OVERDUE,6.9
DC-15-DOCK_DOOR-04,DC-15,DOCK_DOOR,AVAILABLE,DUE,6.4
DC-15-DOCK_DOOR-05,DC-15,DOCK_DOOR,AVAILABLE,CLEAR,4.5
DC-15-DOCK_DOOR-06,DC-15,DOCK_DOOR,AVAILABLE,CLEAR,3.6
DC-15-DOCK_DOOR-07,DC-15,DOCK_DOOR,AVAILABLE,OVERDUE,2.3
DC-15-DOCK_DOOR-08,DC-15,DOCK_DOOR,AVAILABLE,OVERDUE,1.7
DC-15-DOCK_DOOR-09,DC-15,DOCK_DOOR,AVAILABLE,OVERDUE,3.0
DC-15-DOCK_DOOR-10,DC-15,DOCK_DOOR,AVAILABLE,CLEAR,4.9
DC-15-VISION_GATE-01,DC-15,VISION_GATE,AVAILABLE,CLEAR,7.4
DC-15-VISION_GATE-02,DC-15,VISION_GATE,DEGRADED,CLEAR,2.0
DC-15-VISION_GATE-03,DC-15,VISION_GATE,AVAILABLE,OVERDUE,1.1
DC-15-VISION_GATE-04,DC-15,VISION_GATE,AVAILABLE,DUE,7.8
DC-15-VISION_GATE-05,DC-15,VISION_GATE,AVAILABLE,CLEAR,5.8
DC-15-VISION_GATE-06,DC-15,VISION_GATE,AVAILABLE,CLEAR,6.9
DC-16-CONVEYOR-01,DC-16,CONVEYOR,AVAILABLE,CLEAR,2.0
DC-16-CONVEYOR-02,DC-16,CONVEYOR,DEGRADED,CLEAR,5.6
DC-16-CONVEYOR-03,DC-16,CONVEYOR,AVAILABLE,CLEAR,1.3
DC-16-CONVEYOR-04,DC-16,CONVEYOR,AVAILABLE,DUE,2.1
DC-16-CONVEYOR-05,DC-16,CONVEYOR,DOWN,OVERDUE,1.6
DC-16-CONVEYOR-06,DC-16,CONVEYOR,AVAILABLE,OVERDUE,3.9
DC-16-CONVEYOR-07,DC-16,CONVEYOR,AVAILABLE,DUE,6.7
DC-16-CONVEYOR-08,DC-16,CONVEYOR,AVAILABLE,CLEAR,7.3
DC-16-CONVEYOR-09,DC-16,CONVEYOR,DEGRADED,OVERDUE,6.4
DC-16-CONVEYOR-10,DC-16,CONVEYOR,AVAILABLE,CLEAR,2.7
DC-16-SORTER-01,DC-16,SORTER,DEGRADED,CLEAR,7.9
DC-16-SORTER-02,DC-16,SORTER,AVAILABLE,CLEAR,6.9
DC-16-SORTER-03,DC-16,SORTER,AVAILABLE,CLEAR,7.2
DC-16-ASRS-01,DC-16,ASRS,AVAILABLE,DUE,5.7
DC-16-ASRS-02,DC-16,ASRS,AVAILABLE,DUE,2.6
DC-16-CHARGER-01,DC-16,CHARGER,AVAILABLE,OVERDUE,2.2
DC-16-CHARGER-02,DC-16,CHARGER,AVAILABLE,DUE,3.4
DC-16-CHARGER-03,DC-16,CHARGER,AVAILABLE,CLEAR,3.9
DC-16-CHARGER-04,DC-16,CHARGER,DEGRADED,CLEAR,6.7
DC-16-CHARGER-05,DC-16,CHARGER,AVAILABLE,CLEAR,6.1
DC-16-CHARGER-06,DC-16,CHARGER,DEGRADED,CLEAR,6.7
DC-16-CHARGER-07,DC-16,CHARGER,AVAILABLE,CLEAR,4.0
DC-16-CHARGER-08,DC-16,CHARGER,DOWN,CLEAR,4.8
DC-16-PACK_STATION-01,DC-16,PACK_STATION,AVAILABLE,CLEAR,3.6
DC-16-PACK_STATION-02,DC-16,PACK_STATION,AVAILABLE,CLEAR,7.0
DC-16-PACK_STATION-03,DC-16,PACK_STATION,DEGRADED,CLEAR,6.8
DC-16-PACK_STATION-04,DC-16,PACK_STATION,AVAILABLE,CLEAR,3.8
DC-16-PACK_STATION-05,DC-16,PACK_STATION,AVAILABLE,CLEAR,4.5
DC-16-PACK_STATION-06,DC-16,PACK_STATION,AVAILABLE,CLEAR,2.0
DC-16-PACK_STATION-07,DC-16,PACK_STATION,AVAILABLE,CLEAR,2.6
DC-16-PACK_STATION-08,DC-16,PACK_STATION,AVAILABLE,CLEAR,3.4
DC-16-PACK_STATION-09,DC-16,PACK_STATION,AVAILABLE,CLEAR,7.5
DC-16-PACK_STATION-10,DC-16,PACK_STATION,AVAILABLE,CLEAR,3.0
DC-16-PACK_STATION-11,DC-16,PACK_STATION,DOWN,CLEAR,5.3
DC-16-PACK_STATION-12,DC-16,PACK_STATION,AVAILABLE,CLEAR,3.6
DC-16-DOCK_DOOR-01,DC-16,DOCK_DOOR,AVAILABLE,CLEAR,2.6
DC-16-DOCK_DOOR-02,DC-16,DOCK_DOOR,DEGRADED,CLEAR,2.2
DC-16-DOCK_DOOR-03,DC-16,DOCK_DOOR,AVAILABLE,CLEAR,5.4
DC-16-DOCK_DOOR-04,DC-16,DOCK_DOOR,DOWN,DUE,3.4
DC-16-DOCK_DOOR-05,DC-16,DOCK_DOOR,AVAILABLE,CLEAR,6.3
DC-16-DOCK_DOOR-06,DC-16,DOCK_DOOR,AVAILABLE,CLEAR,7.3
DC-16-DOCK_DOOR-07,DC-16,DOCK_DOOR,AVAILABLE,DUE,7.9
DC-16-DOCK_DOOR-08,DC-16,DOCK_DOOR,DEGRADED,CLEAR,4.3
DC-16-DOCK_DOOR-09,DC-16,DOCK_DOOR,AVAILABLE,DUE,5.6
DC-16-DOCK_DOOR-10,DC-16,DOCK_DOOR,AVAILABLE,CLEAR,1.0
DC-16-VISION_GATE-01,DC-16,VISION_GATE,DEGRADED,CLEAR,3.6
DC-16-VISION_GATE-02,DC-16,VISION_GATE,AVAILABLE,CLEAR,1.3
DC-16-VISION_GATE-03,DC-16,VISION_GATE,DEGRADED,CLEAR,3.4
DC-16-VISION_GATE-04,DC-16,VISION_GATE,AVAILABLE,CLEAR,4.6
DC-16-VISION_GATE-05,DC-16,VISION_GATE,DOWN,OVERDUE,3.4
DC-16-VISION_GATE-06,DC-16,VISION_GATE,AVAILABLE,DUE,4.3
DC-17-CONVEYOR-01,DC-17,CONVEYOR,AVAILABLE,CLEAR,6.8
DC-17-CONVEYOR-02,DC-17,CONVEYOR,AVAILABLE,CLEAR,5.0
DC-17-CONVEYOR-03,DC-17,CONVEYOR,AVAILABLE,DUE,2.8
DC-17-CONVEYOR-04,DC-17,CONVEYOR,AVAILABLE,CLEAR,7.4
DC-17-CONVEYOR-05,DC-17,CONVEYOR,AVAILABLE,CLEAR,3.0
DC-17-CONVEYOR-06,DC-17,CONVEYOR,AVAILABLE,CLEAR,4.7
DC-17-CONVEYOR-07,DC-17,CONVEYOR,AVAILABLE,CLEAR,3.5
DC-17-CONVEYOR-08,DC-17,CONVEYOR,DEGRADED,DUE,5.0
DC-17-CONVEYOR-09,DC-17,CONVEYOR,DEGRADED,DUE,2.4
DC-17-CONVEYOR-10,DC-17,CONVEYOR,AVAILABLE,CLEAR,1.2
DC-17-SORTER-01,DC-17,SORTER,AVAILABLE,CLEAR,5.3
DC-17-SORTER-02,DC-17,SORTER,AVAILABLE,CLEAR,7.0
DC-17-SORTER-03,DC-17,SORTER,AVAILABLE,OVERDUE,7.7
DC-17-ASRS-01,DC-17,ASRS,AVAILABLE,CLEAR,4.9
DC-17-ASRS-02,DC-17,ASRS,AVAILABLE,DUE,1.7
DC-17-CHARGER-01,DC-17,CHARGER,DEGRADED,DUE,3.2
DC-17-CHARGER-02,DC-17,CHARGER,AVAILABLE,CLEAR,5.2
DC-17-CHARGER-03,DC-17,CHARGER,AVAILABLE,CLEAR,1.4
DC-17-CHARGER-04,DC-17,CHARGER,AVAILABLE,CLEAR,3.3
DC-17-CHARGER-05,DC-17,CHARGER,AVAILABLE,CLEAR,4.1
DC-17-CHARGER-06,DC-17,CHARGER,AVAILABLE,CLEAR,4.7
DC-17-CHARGER-07,DC-17,CHARGER,AVAILABLE,CLEAR,1.6
DC-17-CHARGER-08,DC-17,CHARGER,AVAILABLE,CLEAR,6.7
DC-17-PACK_STATION-01,DC-17,PACK_STATION,AVAILABLE,CLEAR,4.6
DC-17-PACK_STATION-02,DC-17,PACK_STATION,AVAILABLE,DUE,3.7
DC-17-PACK_STATION-03,DC-17,PACK_STATION,DEGRADED,CLEAR,5.1
DC-17-PACK_STATION-04,DC-17,PACK_STATION,AVAILABLE,CLEAR,4.6
DC-17-PACK_STATION-05,DC-17,PACK_STATION,DEGRADED,CLEAR,2.4
DC-17-PACK_STATION-06,DC-17,PACK_STATION,DOWN,CLEAR,2.9
DC-17-PACK_STATION-07,DC-17,PACK_STATION,AVAILABLE,CLEAR,5.2
DC-17-PACK_STATION-08,DC-17,PACK_STATION,DOWN,DUE,7.7
DC-17-PACK_STATION-09,DC-17,PACK_STATION,AVAILABLE,CLEAR,5.4
DC-17-PACK_STATION-10,DC-17,PACK_STATION,AVAILABLE,CLEAR,7.5
DC-17-PACK_STATION-11,DC-17,PACK_STATION,AVAILABLE,CLEAR,1.4
DC-17-PACK_STATION-12,DC-17,PACK_STATION,AVAILABLE,DUE,6.1
DC-17-DOCK_DOOR-01,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,6.2
DC-17-DOCK_DOOR-02,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,3.5
DC-17-DOCK_DOOR-03,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,7.1
DC-17-DOCK_DOOR-04,DC-17,DOCK_DOOR,DOWN,CLEAR,1.4
DC-17-DOCK_DOOR-05,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,4.1
DC-17-DOCK_DOOR-06,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,6.1
DC-17-DOCK_DOOR-07,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,6.5
DC-17-DOCK_DOOR-08,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,2.0
DC-17-DOCK_DOOR-09,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,2.4
DC-17-DOCK_DOOR-10,DC-17,DOCK_DOOR,AVAILABLE,CLEAR,6.1
DC-17-VISION_GATE-01,DC-17,VISION_GATE,AVAILABLE,CLEAR,1.9
DC-17-VISION_GATE-02,DC-17,VISION_GATE,AVAILABLE,DUE,3.2
DC-17-VISION_GATE-03,DC-17,VISION_GATE,AVAILABLE,CLEAR,2.6
DC-17-VISION_GATE-04,DC-17,VISION_GATE,AVAILABLE,CLEAR,2.4
DC-17-VISION_GATE-05,DC-17,VISION_GATE,DOWN,CLEAR,1.9
DC-17-VISION_GATE-06,DC-17,VISION_GATE,DEGRADED,CLEAR,7.4
DC-18-CONVEYOR-01,DC-18,CONVEYOR,AVAILABLE,CLEAR,3.5
DC-18-CONVEYOR-02,DC-18,CONVEYOR,AVAILABLE,CLEAR,4.4
DC-18-CONVEYOR-03,DC-18,CONVEYOR,AVAILABLE,CLEAR,7.5
DC-18-CONVEYOR-04,DC-18,CONVEYOR,AVAILABLE,CLEAR,1.3
DC-18-CONVEYOR-05,DC-18,CONVEYOR,AVAILABLE,CLEAR,4.5
DC-18-CONVEYOR-06,DC-18,CONVEYOR,DEGRADED,CLEAR,4.3
DC-18-CONVEYOR-07,DC-18,CONVEYOR,AVAILABLE,CLEAR,4.8
DC-18-CONVEYOR-08,DC-18,CONVEYOR,AVAILABLE,CLEAR,3.1
DC-18-CONVEYOR-09,DC-18,CONVEYOR,AVAILABLE,CLEAR,7.2
DC-18-CONVEYOR-10,DC-18,CONVEYOR,AVAILABLE,CLEAR,1.0
DC-18-SORTER-01,DC-18,SORTER,AVAILABLE,CLEAR,6.3
DC-18-SORTER-02,DC-18,SORTER,AVAILABLE,CLEAR,1.1
DC-18-SORTER-03,DC-18,SORTER,AVAILABLE,CLEAR,5.3
DC-18-ASRS-01,DC-18,ASRS,AVAILABLE,OVERDUE,2.5
DC-18-ASRS-02,DC-18,ASRS,AVAILABLE,OVERDUE,5.9
DC-18-CHARGER-01,DC-18,CHARGER,DEGRADED,CLEAR,1.8
DC-18-CHARGER-02,DC-18,CHARGER,AVAILABLE,CLEAR,5.6
DC-18-CHARGER-03,DC-18,CHARGER,AVAILABLE,CLEAR,3.5
DC-18-CHARGER-04,DC-18,CHARGER,AVAILABLE,CLEAR,6.6
DC-18-CHARGER-05,DC-18,CHARGER,AVAILABLE,CLEAR,6.5
DC-18-CHARGER-06,DC-18,CHARGER,AVAILABLE,CLEAR,7.1
DC-18-CHARGER-07,DC-18,CHARGER,DOWN,DUE,5.1
DC-18-CHARGER-08,DC-18,CHARGER,AVAILABLE,CLEAR,1.8
DC-18-PACK_STATION-01,DC-18,PACK_STATION,DEGRADED,CLEAR,1.4
DC-18-PACK_STATION-02,DC-18,PACK_STATION,AVAILABLE,CLEAR,6.6
DC-18-PACK_STATION-03,DC-18,PACK_STATION,AVAILABLE,DUE,5.2
DC-18-PACK_STATION-04,DC-18,PACK_STATION,AVAILABLE,CLEAR,2.8
DC-18-PACK_STATION-05,DC-18,PACK_STATION,AVAILABLE,CLEAR,6.3
DC-18-PACK_STATION-06,DC-18,PACK_STATION,AVAILABLE,CLEAR,4.4
DC-18-PACK_STATION-07,DC-18,PACK_STATION,DEGRADED,OVERDUE,3.6
DC-18-PACK_STATION-08,DC-18,PACK_STATION,AVAILABLE,CLEAR,2.0
DC-18-PACK_STATION-09,DC-18,PACK_STATION,DOWN,CLEAR,4.8
DC-18-PACK_STATION-10,DC-18,PACK_STATION,AVAILABLE,CLEAR,4.0
DC-18-PACK_STATION-11,DC-18,PACK_STATION,AVAILABLE,CLEAR,2.5
DC-18-PACK_STATION-12,DC-18,PACK_STATION,AVAILABLE,OVERDUE,1.3
DC-18-DOCK_DOOR-01,DC-18,DOCK_DOOR,AVAILABLE,DUE,7.8
DC-18-DOCK_DOOR-02,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,2.5
DC-18-DOCK_DOOR-03,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,5.8
DC-18-DOCK_DOOR-04,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,4.0
DC-18-DOCK_DOOR-05,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,1.9
DC-18-DOCK_DOOR-06,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,7.0
DC-18-DOCK_DOOR-07,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,5.4
DC-18-DOCK_DOOR-08,DC-18,DOCK_DOOR,AVAILABLE,DUE,1.1
DC-18-DOCK_DOOR-09,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,1.2
DC-18-DOCK_DOOR-10,DC-18,DOCK_DOOR,AVAILABLE,CLEAR,4.4
DC-18-VISION_GATE-01,DC-18,VISION_GATE,AVAILABLE,CLEAR,5.2
DC-18-VISION_GATE-02,DC-18,VISION_GATE,AVAILABLE,CLEAR,7.4
DC-18-VISION_GATE-03,DC-18,VISION_GATE,AVAILABLE,CLEAR,6.1
DC-18-VISION_GATE-04,DC-18,VISION_GATE,AVAILABLE,CLEAR,1.0
DC-18-VISION_GATE-05,DC-18,VISION_GATE,DEGRADED,DUE,5.6
DC-18-VISION_GATE-06,DC-18,VISION_GATE,AVAILABLE,CLEAR,7.2
