task_id,order_id,warehouse_id,task_type,assigned_robot,wes_status,fleet_status,source_zone,dest_zone,created_at
TSK-001645-1,ORD-001645,DC-05,MOVE,RBT-0023,ASSIGNED,EXECUTING,DC-05-Z10,DC-05-Z04,2026-08-02T17:43:00
TSK-001645-2,ORD-001645,DC-05,MOVE,RBT-0227,COMPLETE,ASSIGNED,DC-05-Z04,DC-05-Z05,2026-08-02T17:28:00
TSK-001645-3,ORD-001645,DC-05,PACK_FEED,RBT-0128,COMPLETE,EXECUTING,DC-05-Z04,DC-05-Z05,2026-08-02T17:40:00
TSK-001645-4,ORD-001645,DC-05,PACK_FEED,RBT-0663,EXECUTING,ASSIGNED,DC-05-Z08,DC-05-Z09,2026-08-02T18:07:00
TSK-001646-1,ORD-001646,DC-02,PICK,RBT-0297,BLOCKED,ASSIGNED,DC-02-Z02,DC-02-Z12,2026-08-21T04:13:00
TSK-001646-2,ORD-001646,DC-02,PICK,RBT-0172,QUEUED,EXECUTING,DC-02-Z02,DC-02-Z01,2026-08-21T03:27:00
TSK-001646-3,ORD-001646,DC-02,PICK,RBT-0096,QUEUED,FAILED,DC-02-Z10,DC-02-Z11,2026-08-21T03:16:00
TSK-001646-4,ORD-001646,DC-02,PICK,RBT-0705,COMPLETE,ASSIGNED,DC-02-Z09,DC-02-Z12,2026-08-21T03:42:00
TSK-001647-1,ORD-001647,DC-14,REPLENISH,RBT-0611,ASSIGNED,FAILED,DC-14-Z06,DC-14-Z02,2026-08-08T13:03:00
TSK-001648-1,ORD-001648,DC-17,STAGE,RBT-0562,BLOCKED,EXECUTING,DC-17-Z05,DC-17-Z09,2026-08-17T05:56:00
TSK-001648-2,ORD-001648,DC-17,STAGE,RBT-0106,ASSIGNED,ASSIGNED,DC-17-Z04,DC-17-Z08,2026-08-17T05:40:00
TSK-001649-1,ORD-001649,DC-08,MOVE,RBT-0556,BLOCKED,ASSIGNED,DC-08-Z10,DC-08-Z02,2026-08-13T02:15:00
TSK-001649-2,ORD-001649,DC-08,REPLENISH,RBT-0497,BLOCKED,QUEUED,DC-08-Z11,DC-08-Z01,2026-08-13T03:49:00
TSK-001650-1,ORD-001650,DC-05,STAGE,RBT-0591,EXECUTING,ASSIGNED,DC-05-Z02,DC-05-Z10,2026-08-02T00:16:00
TSK-001650-2,ORD-001650,DC-05,STAGE,RBT-0535,QUEUED,ASSIGNED,DC-05-Z01,DC-05-Z05,2026-08-02T00:52:00
TSK-001650-3,ORD-001650,DC-05,STAGE,RBT-0544,COMPLETE,EXECUTING,DC-05-Z05,DC-05-Z02,2026-08-01T23:17:00
TSK-001650-4,ORD-001650,DC-05,PICK,RBT-0060,QUEUED,COMPLETE,DC-05-Z05,DC-05-Z07,2026-08-02T00:10:00
TSK-001651-1,ORD-001651,DC-12,STAGE,RBT-0132,COMPLETE,EXECUTING,DC-12-Z11,DC-12-Z07,2026-08-12T16:05:00
TSK-001651-2,ORD-001651,DC-12,REPLENISH,RBT-0669,ASSIGNED,FAILED,DC-12-Z03,DC-12-Z07,2026-08-12T16:59:00
TSK-001651-3,ORD-001651,DC-12,PICK,RBT-0138,BLOCKED,ASSIGNED,DC-12-Z10,DC-12-Z11,2026-08-12T17:04:00
TSK-001652-1,ORD-001652,DC-10,MOVE,RBT-0320,EXECUTING,QUEUED,DC-10-Z09,DC-10-Z11,2026-08-26T01:06:00
TSK-001652-2,ORD-001652,DC-10,STAGE,RBT-0511,BLOCKED,ASSIGNED,DC-10-Z07,DC-10-Z07,2026-08-26T01:14:00
TSK-001652-3,ORD-001652,DC-10,PACK_FEED,RBT-0608,COMPLETE,EXECUTING,DC-10-Z10,DC-10-Z07,2026-08-26T00:14:00
TSK-001652-4,ORD-001652,DC-10,STAGE,RBT-0216,BLOCKED,FAILED,DC-10-Z12,DC-10-Z11,2026-08-26T00:19:00
TSK-001653-1,ORD-001653,DC-03,REPLENISH,RBT-0308,ASSIGNED,FAILED,DC-03-Z08,DC-03-Z07,2026-08-26T00:31:00
TSK-001653-2,ORD-001653,DC-03,PACK_FEED,RBT-0388,QUEUED,FAILED,DC-03-Z02,DC-03-Z05,2026-08-26T00:05:00
TSK-001653-3,ORD-001653,DC-03,PACK_FEED,RBT-0247,ASSIGNED,QUEUED,DC-03-Z11,DC-03-Z11,2026-08-26T00:26:00
TSK-001653-4,ORD-001653,DC-03,REPLENISH,RBT-0698,BLOCKED,FAILED,DC-03-Z07,DC-03-Z05,2026-08-26T00:44:00
TSK-001654-1,ORD-001654,DC-01,MOVE,RBT-0055,QUEUED,QUEUED,DC-01-Z08,DC-01-Z08,2026-08-10T13:25:00
TSK-001655-1,ORD-001655,DC-07,REPLENISH,RBT-0611,ASSIGNED,COMPLETE,DC-07-Z11,DC-07-Z07,2026-08-19T05:07:00
TSK-001655-2,ORD-001655,DC-07,PACK_FEED,RBT-0045,EXECUTING,COMPLETE,DC-07-Z02,DC-07-Z02,2026-08-19T06:54:00
TSK-001656-1,ORD-001656,DC-11,PACK_FEED,RBT-0461,BLOCKED,FAILED,DC-11-Z03,DC-11-Z01,2026-09-01T09:23:00
TSK-001656-2,ORD-001656,DC-11,PICK,RBT-0430,ASSIGNED,COMPLETE,DC-11-Z03,DC-11-Z10,2026-09-01T09:06:00
TSK-001656-3,ORD-001656,DC-11,PACK_FEED,RBT-0329,QUEUED,ASSIGNED,DC-11-Z03,DC-11-Z01,2026-09-01T09:36:00
TSK-001656-4,ORD-001656,DC-11,MOVE,RBT-0478,ASSIGNED,COMPLETE,DC-11-Z10,DC-11-Z01,2026-09-01T10:24:00
TSK-001657-1,ORD-001657,DC-01,PACK_FEED,RBT-0032,QUEUED,COMPLETE,DC-01-Z01,DC-01-Z11,2026-08-11T15:29:00
TSK-001657-2,ORD-001657,DC-01,PACK_FEED,RBT-0685,ASSIGNED,EXECUTING,DC-01-Z06,DC-01-Z09,2026-08-11T16:07:00
TSK-001657-3,ORD-001657,DC-01,REPLENISH,RBT-0226,BLOCKED,ASSIGNED,DC-01-Z12,DC-01-Z03,2026-08-11T16:52:00
TSK-001658-1,ORD-001658,DC-13,STAGE,RBT-0100,ASSIGNED,COMPLETE,DC-13-Z09,DC-13-Z04,2026-08-14T19:37:00
TSK-001658-2,ORD-001658,DC-13,PACK_FEED,RBT-0153,ASSIGNED,COMPLETE,DC-13-Z01,DC-13-Z12,2026-08-14T19:28:00
TSK-001659-1,ORD-001659,DC-12,REPLENISH,RBT-0568,EXECUTING,QUEUED,DC-12-Z08,DC-12-Z02,2026-08-17T06:04:00
TSK-001659-2,ORD-001659,DC-12,STAGE,RBT-0242,EXECUTING,COMPLETE,DC-12-Z10,DC-12-Z09,2026-08-17T06:15:00
TSK-001659-3,ORD-001659,DC-12,STAGE,RBT-0612,COMPLETE,ASSIGNED,DC-12-Z04,DC-12-Z08,2026-08-17T05:34:00
TSK-001660-1,ORD-001660,DC-01,PICK,RBT-0538,ASSIGNED,QUEUED,DC-01-Z01,DC-01-Z09,2026-08-22T19:12:00
TSK-001660-2,ORD-001660,DC-01,STAGE,RBT-0436,ASSIGNED,QUEUED,DC-01-Z03,DC-01-Z11,2026-08-22T20:22:00
TSK-001660-3,ORD-001660,DC-01,MOVE,RBT-0678,EXECUTING,FAILED,DC-01-Z08,DC-01-Z12,2026-08-22T20:27:00
TSK-001661-1,ORD-001661,DC-12,STAGE,RBT-0394,COMPLETE,FAILED,DC-12-Z03,DC-12-Z01,2026-08-06T04:58:00
TSK-001661-2,ORD-001661,DC-12,STAGE,RBT-0173,ASSIGNED,EXECUTING,DC-12-Z10,DC-12-Z08,2026-08-06T04:22:00
TSK-001662-1,ORD-001662,DC-15,STAGE,RBT-0389,QUEUED,QUEUED,DC-15-Z09,DC-15-Z10,2026-08-06T11:48:00
TSK-001662-2,ORD-001662,DC-15,STAGE,RBT-0301,COMPLETE,COMPLETE,DC-15-Z07,DC-15-Z12,2026-08-06T11:09:00
TSK-001663-1,ORD-001663,DC-08,STAGE,RBT-0298,COMPLETE,ASSIGNED,DC-08-Z09,DC-08-Z07,2026-08-14T15:20:00
TSK-001663-2,ORD-001663,DC-08,PICK,RBT-0464,COMPLETE,ASSIGNED,DC-08-Z08,DC-08-Z11,2026-08-14T14:48:00
TSK-001663-3,ORD-001663,DC-08,MOVE,RBT-0133,QUEUED,FAILED,DC-08-Z05,DC-08-Z03,2026-08-14T13:46:00
TSK-001664-1,ORD-001664,DC-10,MOVE,RBT-0573,ASSIGNED,COMPLETE,DC-10-Z02,DC-10-Z08,2026-09-04T09:48:00
TSK-001664-2,ORD-001664,DC-10,STAGE,RBT-0167,QUEUED,FAILED,DC-10-Z08,DC-10-Z04,2026-09-04T11:10:00
TSK-001665-1,ORD-001665,DC-07,PACK_FEED,RBT-0119,QUEUED,EXECUTING,DC-07-Z05,DC-07-Z02,2026-08-18T01:19:00
TSK-001665-2,ORD-001665,DC-07,PICK,RBT-0616,COMPLETE,FAILED,DC-07-Z10,DC-07-Z01,2026-08-17T23:52:00
TSK-001666-1,ORD-001666,DC-11,STAGE,RBT-0466,ASSIGNED,ASSIGNED,DC-11-Z08,DC-11-Z10,2026-08-24T08:40:00
TSK-001666-2,ORD-001666,DC-11,PACK_FEED,RBT-0207,EXECUTING,QUEUED,DC-11-Z04,DC-11-Z10,2026-08-24T08:02:00
TSK-001667-1,ORD-001667,DC-13,PACK_FEED,RBT-0572,ASSIGNED,COMPLETE,DC-13-Z05,DC-13-Z10,2026-08-05T04:18:00
TSK-001667-2,ORD-001667,DC-13,MOVE,RBT-0332,COMPLETE,FAILED,DC-13-Z06,DC-13-Z12,2026-08-05T03:27:00
TSK-001667-3,ORD-001667,DC-13,PICK,RBT-0467,BLOCKED,ASSIGNED,DC-13-Z06,DC-13-Z04,2026-08-05T04:32:00
TSK-001667-4,ORD-001667,DC-13,REPLENISH,RBT-0163,BLOCKED,QUEUED,DC-13-Z05,DC-13-Z09,2026-08-05T04:20:00
TSK-001668-1,ORD-001668,DC-10,PACK_FEED,RBT-0266,COMPLETE,FAILED,DC-10-Z03,DC-10-Z02,2026-08-23T13:17:00
TSK-001668-2,ORD-001668,DC-10,PACK_FEED,RBT-0133,COMPLETE,QUEUED,DC-10-Z11,DC-10-Z01,2026-08-23T13:37:00
TSK-001668-3,ORD-001668,DC-10,PICK,RBT-0317,COMPLETE,QUEUED,DC-10-Z11,DC-10-Z08,2026-08-23T14:12:00
TSK-001668-4,ORD-001668,DC-10,MOVE,RBT-0149,ASSIGNED,EXECUTING,DC-10-Z09,DC-10-Z03,2026-08-23T13:24:00
TSK-001669-1,ORD-001669,DC-16,PACK_FEED,RBT-0279,COMPLETE,EXECUTING,DC-16-Z09,DC-16-Z03,2026-08-31T22:30:00
TSK-001669-2,ORD-001669,DC-16,MOVE,RBT-0086,BLOCKED,QUEUED,DC-16-Z10,DC-16-Z02,2026-08-31T21:32:00
TSK-001669-3,ORD-001669,DC-16,REPLENISH,RBT-0394,QUEUED,QUEUED,DC-16-Z10,DC-16-Z04,2026-08-31T21:26:00
TSK-001670-1,ORD-001670,DC-12,PICK,RBT-0182,COMPLETE,ASSIGNED,DC-12-Z01,DC-12-Z05,2026-09-03T10:32:00
TSK-001671-1,ORD-001671,DC-12,REPLENISH,RBT-0050,ASSIGNED,ASSIGNED,DC-12-Z04,DC-12-Z03,2026-09-04T07:40:00
TSK-001672-1,ORD-001672,DC-06,REPLENISH,RBT-0005,EXECUTING,EXECUTING,DC-06-Z01,DC-06-Z06,2026-08-04T06:47:00
TSK-001672-2,ORD-001672,DC-06,MOVE,RBT-0383,ASSIGNED,FAILED,DC-06-Z01,DC-06-Z08,2026-08-04T06:41:00
TSK-001672-3,ORD-001672,DC-06,MOVE,RBT-0007,COMPLETE,QUEUED,DC-06-Z11,DC-06-Z12,2026-08-04T07:06:00
TSK-001673-1,ORD-001673,DC-02,PICK,RBT-0058,COMPLETE,QUEUED,DC-02-Z03,DC-02-Z09,2026-08-06T21:51:00
TSK-001674-1,ORD-001674,DC-15,STAGE,RBT-0375,COMPLETE,QUEUED,DC-15-Z04,DC-15-Z02,2026-08-28T09:50:00
TSK-001675-1,ORD-001675,DC-11,PICK,RBT-0270,EXECUTING,QUEUED,DC-11-Z01,DC-11-Z08,2026-08-02T04:36:00
TSK-001675-2,ORD-001675,DC-11,PACK_FEED,RBT-0430,COMPLETE,FAILED,DC-11-Z11,DC-11-Z01,2026-08-02T06:07:00
TSK-001675-3,ORD-001675,DC-11,REPLENISH,RBT-0085,BLOCKED,EXECUTING,DC-11-Z03,DC-11-Z08,2026-08-02T04:42:00
TSK-001676-1,ORD-001676,DC-10,PACK_FEED,RBT-0353,BLOCKED,QUEUED,DC-10-Z05,DC-10-Z08,2026-08-15T14:41:00
TSK-001676-2,ORD-001676,DC-10,MOVE,RBT-0202,COMPLETE,COMPLETE,DC-10-Z04,DC-10-Z08,2026-08-15T14:00:00
TSK-001676-3,ORD-001676,DC-10,PICK,RBT-0573,COMPLETE,EXECUTING,DC-10-Z09,DC-10-Z11,2026-08-15T13:25:00
TSK-001676-4,ORD-001676,DC-10,REPLENISH,RBT-0116,QUEUED,EXECUTING,DC-10-Z06,DC-10-Z01,2026-08-15T12:58:00
TSK-001677-1,ORD-001677,DC-06,REPLENISH,RBT-0381,BLOCKED,FAILED,DC-06-Z09,DC-06-Z07,2026-08-12T21:45:00
TSK-001677-2,ORD-001677,DC-06,REPLENISH,RBT-0476,EXECUTING,EXECUTING,DC-06-Z02,DC-06-Z04,2026-08-12T22:12:00
TSK-001677-3,ORD-001677,DC-06,MOVE,RBT-0247,EXECUTING,COMPLETE,DC-06-Z12,DC-06-Z12,2026-08-12T22:17:00
TSK-001677-4,ORD-001677,DC-06,MOVE,RBT-0046,QUEUED,EXECUTING,DC-06-Z01,DC-06-Z12,2026-08-12T21:57:00
TSK-001678-1,ORD-001678,DC-12,PACK_FEED,RBT-0283,EXECUTING,ASSIGNED,DC-12-Z06,DC-12-Z11,2026-08-10T10:20:00
TSK-001678-2,ORD-001678,DC-12,PICK,RBT-0361,COMPLETE,EXECUTING,DC-12-Z04,DC-12-Z07,2026-08-10T10:19:00
TSK-001678-3,ORD-001678,DC-12,MOVE,RBT-0061,COMPLETE,QUEUED,DC-12-Z09,DC-12-Z04,2026-08-10T11:42:00
TSK-001678-4,ORD-001678,DC-12,STAGE,RBT-0392,EXECUTING,EXECUTING,DC-12-Z05,DC-12-Z08,2026-08-10T11:24:00
TSK-001679-1,ORD-001679,DC-17,PACK_FEED,RBT-0045,COMPLETE,EXECUTING,DC-17-Z12,DC-17-Z06,2026-08-14T23:51:00
TSK-001679-2,ORD-001679,DC-17,MOVE,RBT-0552,ASSIGNED,QUEUED,DC-17-Z01,DC-17-Z05,2026-08-14T23:17:00
TSK-001679-3,ORD-001679,DC-17,PICK,RBT-0210,QUEUED,ASSIGNED,DC-17-Z02,DC-17-Z07,2026-08-14T22:52:00
TSK-001680-1,ORD-001680,DC-05,STAGE,RBT-0377,ASSIGNED,EXECUTING,DC-05-Z07,DC-05-Z07,2026-08-21T20:39:00
TSK-001680-2,ORD-001680,DC-05,PACK_FEED,RBT-0258,COMPLETE,ASSIGNED,DC-05-Z04,DC-05-Z12,2026-08-21T21:41:00
TSK-001681-1,ORD-001681,DC-09,PICK,RBT-0711,QUEUED,COMPLETE,DC-09-Z01,DC-09-Z02,2026-08-30T13:33:00
TSK-001682-1,ORD-001682,DC-01,REPLENISH,RBT-0004,COMPLETE,ASSIGNED,DC-01-Z10,DC-01-Z08,2026-08-17T04:32:00
TSK-001682-2,ORD-001682,DC-01,PICK,RBT-0676,ASSIGNED,EXECUTING,DC-01-Z06,DC-01-Z09,2026-08-17T02:57:00
TSK-001683-1,ORD-001683,DC-09,MOVE,RBT-0421,ASSIGNED,QUEUED,DC-09-Z10,DC-09-Z06,2026-08-06T08:06:00
TSK-001684-1,ORD-001684,DC-11,MOVE,RBT-0493,ASSIGNED,ASSIGNED,DC-11-Z07,DC-11-Z05,2026-09-04T21:42:00
TSK-001684-2,ORD-001684,DC-11,STAGE,RBT-0221,EXECUTING,FAILED,DC-11-Z04,DC-11-Z12,2026-09-04T21:59:00
TSK-001684-3,ORD-001684,DC-11,REPLENISH,RBT-0151,EXECUTING,ASSIGNED,DC-11-Z06,DC-11-Z02,2026-09-04T22:11:00
TSK-001685-1,ORD-001685,DC-06,PICK,RBT-0404,ASSIGNED,FAILED,DC-06-Z02,DC-06-Z02,2026-08-31T19:24:00
TSK-001685-2,ORD-001685,DC-06,PACK_FEED,RBT-0284,EXECUTING,ASSIGNED,DC-06-Z11,DC-06-Z05,2026-08-31T17:42:00
TSK-001685-3,ORD-001685,DC-06,REPLENISH,RBT-0316,EXECUTING,COMPLETE,DC-06-Z12,DC-06-Z11,2026-08-31T17:47:00
TSK-001685-4,ORD-001685,DC-06,PACK_FEED,RBT-0293,BLOCKED,FAILED,DC-06-Z08,DC-06-Z03,2026-08-31T18:50:00
TSK-001686-1,ORD-001686,DC-08,REPLENISH,RBT-0594,COMPLETE,QUEUED,DC-08-Z02,DC-08-Z09,2026-08-31T23:39:00
TSK-001686-2,ORD-001686,DC-08,REPLENISH,RBT-0251,EXECUTING,EXECUTING,DC-08-Z10,DC-08-Z08,2026-09-01T00:57:00
TSK-001687-1,ORD-001687,DC-10,REPLENISH,RBT-0063,EXECUTING,COMPLETE,DC-10-Z10,DC-10-Z11,2026-08-03T00:18:00
TSK-001688-1,ORD-001688,DC-06,STAGE,RBT-0406,EXECUTING,ASSIGNED,DC-06-Z03,DC-06-Z03,2026-08-02T07:02:00
TSK-001688-2,ORD-001688,DC-06,REPLENISH,RBT-0196,COMPLETE,ASSIGNED,DC-06-Z11,DC-06-Z02,2026-08-02T05:24:00
TSK-001688-3,ORD-001688,DC-06,PACK_FEED,RBT-0662,ASSIGNED,ASSIGNED,DC-06-Z12,DC-06-Z08,2026-08-02T06:29:00
TSK-001688-4,ORD-001688,DC-06,MOVE,RBT-0625,QUEUED,FAILED,DC-06-Z05,DC-06-Z04,2026-08-02T06:44:00
TSK-001689-1,ORD-001689,DC-18,REPLENISH,RBT-0688,COMPLETE,COMPLETE,DC-18-Z01,DC-18-Z05,2026-09-03T15:41:00
TSK-001690-1,ORD-001690,DC-10,PICK,RBT-0607,ASSIGNED,ASSIGNED,DC-10-Z12,DC-10-Z11,2026-08-18T04:52:00
TSK-001690-2,ORD-001690,DC-10,PACK_FEED,RBT-0409,EXECUTING,QUEUED,DC-10-Z04,DC-10-Z04,2026-08-18T04:03:00
TSK-001691-1,ORD-001691,DC-14,MOVE,RBT-0506,ASSIGNED,ASSIGNED,DC-14-Z11,DC-14-Z05,2026-08-10T05:59:00
TSK-001691-2,ORD-001691,DC-14,PACK_FEED,RBT-0132,QUEUED,EXECUTING,DC-14-Z04,DC-14-Z10,2026-08-10T06:09:00
TSK-001691-3,ORD-001691,DC-14,REPLENISH,RBT-0018,BLOCKED,EXECUTING,DC-14-Z02,DC-14-Z05,2026-08-10T06:54:00
TSK-001691-4,ORD-001691,DC-14,MOVE,RBT-0048,COMPLETE,FAILED,DC-14-Z02,DC-14-Z06,2026-08-10T05:57:00
TSK-001692-1,ORD-001692,DC-14,MOVE,RBT-0064,ASSIGNED,ASSIGNED,DC-14-Z05,DC-14-Z06,2026-08-31T20:22:00
TSK-001692-2,ORD-001692,DC-14,PACK_FEED,RBT-0566,EXECUTING,FAILED,DC-14-Z02,DC-14-Z12,2026-08-31T20:19:00
TSK-001693-1,ORD-001693,DC-10,REPLENISH,RBT-0311,BLOCKED,FAILED,DC-10-Z03,DC-10-Z03,2026-08-09T18:42:00
TSK-001693-2,ORD-001693,DC-10,MOVE,RBT-0604,BLOCKED,QUEUED,DC-10-Z03,DC-10-Z04,2026-08-09T19:02:00
TSK-001693-3,ORD-001693,DC-10,REPLENISH,RBT-0334,ASSIGNED,COMPLETE,DC-10-Z08,DC-10-Z07,2026-08-09T19:56:00
TSK-001694-1,ORD-001694,DC-10,MOVE,RBT-0402,QUEUED,FAILED,DC-10-Z09,DC-10-Z09,2026-08-06T09:31:00
TSK-001694-2,ORD-001694,DC-10,REPLENISH,RBT-0146,BLOCKED,ASSIGNED,DC-10-Z05,DC-10-Z05,2026-08-06T09:17:00
TSK-001695-1,ORD-001695,DC-10,REPLENISH,RBT-0339,QUEUED,EXECUTING,DC-10-Z08,DC-10-Z11,2026-08-28T10:10:00
TSK-001695-2,ORD-001695,DC-10,MOVE,RBT-0486,COMPLETE,QUEUED,DC-10-Z04,DC-10-Z11,2026-08-28T09:37:00
TSK-001695-3,ORD-001695,DC-10,STAGE,RBT-0632,EXECUTING,ASSIGNED,DC-10-Z08,DC-10-Z11,2026-08-28T09:41:00
TSK-001695-4,ORD-001695,DC-10,STAGE,RBT-0018,EXECUTING,ASSIGNED,DC-10-Z08,DC-10-Z01,2026-08-28T10:27:00
TSK-001696-1,ORD-001696,DC-17,REPLENISH,RBT-0293,ASSIGNED,ASSIGNED,DC-17-Z03,DC-17-Z08,2026-09-04T17:58:00
TSK-001696-2,ORD-001696,DC-17,MOVE,RBT-0319,BLOCKED,COMPLETE,DC-17-Z05,DC-17-Z06,2026-09-04T17:22:00
TSK-001696-3,ORD-001696,DC-17,STAGE,RBT-0488,ASSIGNED,COMPLETE,DC-17-Z12,DC-17-Z09,2026-09-04T16:30:00
TSK-001696-4,ORD-001696,DC-17,PICK,RBT-0158,BLOCKED,FAILED,DC-17-Z08,DC-17-Z11,2026-09-04T16:36:00
TSK-001697-1,ORD-001697,DC-06,REPLENISH,RBT-0582,ASSIGNED,ASSIGNED,DC-06-Z05,DC-06-Z01,2026-08-14T09:24:00
TSK-001697-2,ORD-001697,DC-06,STAGE,RBT-0326,BLOCKED,QUEUED,DC-06-Z08,DC-06-Z05,2026-08-14T08:59:00
TSK-001698-1,ORD-001698,DC-15,STAGE,RBT-0432,COMPLETE,QUEUED,DC-15-Z02,DC-15-Z04,2026-08-01T06:31:00
TSK-001698-2,ORD-001698,DC-15,PACK_FEED,RBT-0045,ASSIGNED,QUEUED,DC-15-Z05,DC-15-Z02,2026-08-01T06:37:00
TSK-001698-3,ORD-001698,DC-15,STAGE,RBT-0249,QUEUED,ASSIGNED,DC-15-Z10,DC-15-Z11,2026-08-01T07:47:00
TSK-001698-4,ORD-001698,DC-15,REPLENISH,RBT-0240,ASSIGNED,FAILED,DC-15-Z05,DC-15-Z08,2026-08-01T06:27:00
TSK-001699-1,ORD-001699,DC-04,PACK_FEED,RBT-0183,QUEUED,QUEUED,DC-04-Z05,DC-04-Z06,2026-08-17T14:22:00
TSK-001699-2,ORD-001699,DC-04,MOVE,RBT-0319,BLOCKED,COMPLETE,DC-04-Z10,DC-04-Z07,2026-08-17T15:27:00
TSK-001700-1,ORD-001700,DC-08,PICK,RBT-0293,COMPLETE,ASSIGNED,DC-08-Z10,DC-08-Z05,2026-08-18T00:23:00
TSK-001700-2,ORD-001700,DC-08,REPLENISH,RBT-0227,BLOCKED,COMPLETE,DC-08-Z09,DC-08-Z04,2026-08-17T23:33:00
TSK-001701-1,ORD-001701,DC-14,PACK_FEED,RBT-0357,EXECUTING,COMPLETE,DC-14-Z04,DC-14-Z09,2026-08-07T06:17:00
TSK-001701-2,ORD-001701,DC-14,REPLENISH,RBT-0447,BLOCKED,ASSIGNED,DC-14-Z07,DC-14-Z08,2026-08-07T05:10:00
TSK-001701-3,ORD-001701,DC-14,PICK,RBT-0510,COMPLETE,FAILED,DC-14-Z09,DC-14-Z03,2026-08-07T05:29:00
TSK-001701-4,ORD-001701,DC-14,STAGE,RBT-0219,QUEUED,QUEUED,DC-14-Z02,DC-14-Z05,2026-08-07T05:54:00
TSK-001702-1,ORD-001702,DC-13,REPLENISH,RBT-0615,BLOCKED,COMPLETE,DC-13-Z02,DC-13-Z10,2026-08-18T17:52:00
TSK-001703-1,ORD-001703,DC-15,PICK,RBT-0619,EXECUTING,EXECUTING,DC-15-Z01,DC-15-Z06,2026-09-01T23:56:00
TSK-001703-2,ORD-001703,DC-15,PACK_FEED,RBT-0011,ASSIGNED,FAILED,DC-15-Z03,DC-15-Z01,2026-09-01T23:55:00
TSK-001703-3,ORD-001703,DC-15,STAGE,RBT-0046,ASSIGNED,ASSIGNED,DC-15-Z05,DC-15-Z12,2026-09-01T22:59:00
TSK-001704-1,ORD-001704,DC-06,REPLENISH,RBT-0422,ASSIGNED,COMPLETE,DC-06-Z04,DC-06-Z10,2026-08-15T12:16:00
TSK-001704-2,ORD-001704,DC-06,PICK,RBT-0494,EXECUTING,FAILED,DC-06-Z02,DC-06-Z11,2026-08-15T11:40:00
TSK-001704-3,ORD-001704,DC-06,STAGE,RBT-0299,EXECUTING,QUEUED,DC-06-Z01,DC-06-Z04,2026-08-15T10:41:00
TSK-001705-1,ORD-001705,DC-07,PICK,RBT-0682,ASSIGNED,FAILED,DC-07-Z09,DC-07-Z01,2026-08-29T05:05:00
TSK-001705-2,ORD-001705,DC-07,MOVE,RBT-0636,COMPLETE,COMPLETE,DC-07-Z04,DC-07-Z02,2026-08-29T04:12:00
TSK-001706-1,ORD-001706,DC-13,REPLENISH,RBT-0626,COMPLETE,EXECUTING,DC-13-Z11,DC-13-Z05,2026-08-08T05:04:00
TSK-001707-1,ORD-001707,DC-12,STAGE,RBT-0267,ASSIGNED,COMPLETE,DC-12-Z06,DC-12-Z03,2026-08-02T20:18:00
TSK-001707-2,ORD-001707,DC-12,REPLENISH,RBT-0641,QUEUED,COMPLETE,DC-12-Z03,DC-12-Z06,2026-08-02T21:34:00
TSK-001707-3,ORD-001707,DC-12,PICK,RBT-0259,EXECUTING,FAILED,DC-12-Z08,DC-12-Z05,2026-08-02T21:08:00
TSK-001707-4,ORD-001707,DC-12,STAGE,RBT-0489,BLOCKED,EXECUTING,DC-12-Z01,DC-12-Z06,2026-08-02T20:42:00
TSK-001708-1,ORD-001708,DC-04,REPLENISH,RBT-0517,QUEUED,COMPLETE,DC-04-Z02,DC-04-Z11,2026-08-09T07:03:00
TSK-001708-2,ORD-001708,DC-04,REPLENISH,RBT-0296,BLOCKED,EXECUTING,DC-04-Z11,DC-04-Z04,2026-08-09T06:55:00
TSK-001708-3,ORD-001708,DC-04,MOVE,RBT-0606,EXECUTING,COMPLETE,DC-04-Z09,DC-04-Z07,2026-08-09T08:14:00
TSK-001708-4,ORD-001708,DC-04,PICK,RBT-0150,COMPLETE,EXECUTING,DC-04-Z12,DC-04-Z02,2026-08-09T07:36:00
TSK-001709-1,ORD-001709,DC-07,PACK_FEED,RBT-0549,COMPLETE,QUEUED,DC-07-Z01,DC-07-Z08,2026-09-04T01:26:00
TSK-001709-2,ORD-001709,DC-07,MOVE,RBT-0150,ASSIGNED,ASSIGNED,DC-07-Z11,DC-07-Z01,2026-09-04T00:59:00
TSK-001710-1,ORD-001710,DC-06,PACK_FEED,RBT-0507,BLOCKED,ASSIGNED,DC-06-Z09,DC-06-Z05,2026-08-12T01:18:00
TSK-001711-1,ORD-001711,DC-13,MOVE,RBT-0119,ASSIGNED,FAILED,DC-13-Z01,DC-13-Z04,2026-08-19T22:12:00
TSK-001711-2,ORD-001711,DC-13,PICK,RBT-0022,QUEUED,FAILED,DC-13-Z04,DC-13-Z06,2026-08-19T20:35:00
TSK-001711-3,ORD-001711,DC-13,PICK,RBT-0203,EXECUTING,EXECUTING,DC-13-Z05,DC-13-Z03,2026-08-19T22:28:00
TSK-001712-1,ORD-001712,DC-07,MOVE,RBT-0271,EXECUTING,ASSIGNED,DC-07-Z02,DC-07-Z02,2026-08-06T22:13:00
TSK-001712-2,ORD-001712,DC-07,PACK_FEED,RBT-0315,BLOCKED,QUEUED,DC-07-Z06,DC-07-Z07,2026-08-06T22:19:00
