warehouse_id,event_id,event_time,event_type,zone,severity,resolved,source
DC-07,SAFE-DC-07-042,2026-09-05T05:04:00,MANUAL_OVERRIDE,DC-07-Z03,CRITICAL,Y,FLEET
DC-07,SAFE-DC-07-043,2026-09-03T11:27:00,MANUAL_OVERRIDE,DC-07-Z08,HIGH,Y,FLEET
DC-07,SAFE-DC-07-044,2026-08-19T17:36:00,ZONE_BREACH,DC-07-Z09,HIGH,Y,FLEET
DC-07,SAFE-DC-07-045,2026-08-24T16:05:00,NEAR_MISS,DC-07-Z09,CRITICAL,N,SAFETY_PLC
DC-07,SAFE-DC-07-046,2026-08-02T06:10:00,NEAR_MISS,DC-07-Z10,MEDIUM,Y,OPERATOR
DC-07,SAFE-DC-07-047,2026-08-22T06:47:00,NEAR_MISS,DC-07-Z01,LOW,Y,FLEET
DC-07,SAFE-DC-07-048,2026-09-02T04:38:00,NEAR_MISS,DC-07-Z08,MEDIUM,Y,VISION
DC-07,SAFE-DC-07-049,2026-09-04T03:40:00,E_STOP,DC-07-Z10,LOW,N,FLEET
DC-07,SAFE-DC-07-050,2026-08-16T12:17:00,E_STOP,DC-07-Z04,MEDIUM,N,OPERATOR
DC-07,SAFE-DC-07-051,2026-08-14T08:39:00,NEAR_MISS,DC-07-Z08,MEDIUM,Y,FLEET
DC-07,SAFE-DC-07-052,2026-08-21T08:27:00,ZONE_BREACH,DC-07-Z01,HIGH,Y,OPERATOR
DC-07,SAFE-DC-07-053,2026-08-13T06:57:00,NEAR_MISS,DC-07-Z06,LOW,Y,FLEET
DC-07,SAFE-DC-07-054,2026-08-29T23:51:00,SPEED_REDUCTION,DC-07-Z12,CRITICAL,Y,SAFETY_PLC
DC-07,SAFE-DC-07-055,2026-08-04T02:07:00,SPEED_REDUCTION,DC-07-Z02,LOW,N,FLEET
DC-07,SAFE-DC-07-056,2026-09-01T21:54:00,MANUAL_OVERRIDE,DC-07-Z07,LOW,Y,SAFETY_PLC
DC-07,SAFE-DC-07-057,2026-08-12T02:09:00,E_STOP,DC-07-Z07,HIGH,Y,VISION
DC-07,SAFE-DC-07-058,2026-08-08T10:17:00,NEAR_MISS,DC-07-Z09,MEDIUM,Y,OPERATOR
DC-07,SAFE-DC-07-059,2026-09-02T16:35:00,MANUAL_OVERRIDE,DC-07-Z05,MEDIUM,Y,OPERATOR
DC-07,SAFE-DC-07-060,2026-08-17T09:25:00,ZONE_BREACH,DC-07-Z06,LOW,Y,FLEET
DC-07,SAFE-DC-07-061,2026-08-30T17:26:00,SPEED_REDUCTION,DC-07-Z06,MEDIUM,Y,FLEET
DC-07,SAFE-DC-07-062,2026-09-04T11:23:00,SCANNER_FAULT,DC-07-Z07,MEDIUM,Y,SAFETY_PLC
DC-07,SAFE-DC-07-063,2026-08-12T01:59:00,SCANNER_FAULT,DC-07-Z08,MEDIUM,Y,VISION
DC-07,SAFE-DC-07-064,2026-08-09T01:26:00,SPEED_REDUCTION,DC-07-Z01,HIGH,Y,VISION
DC-08,SAFE-DC-08-000,2026-08-17T08:27:00,SPEED_REDUCTION,DC-08-Z01,MEDIUM,Y,OPERATOR
DC-08,SAFE-DC-08-001,2026-08-01T17:19:00,NEAR_MISS,DC-08-Z02,HIGH,Y,OPERATOR
DC-08,SAFE-DC-08-002,2026-08-29T07:57:00,MANUAL_OVERRIDE,DC-08-Z03,HIGH,Y,FLEET
DC-08,SAFE-DC-08-003,2026-08-24T04:40:00,E_STOP,DC-08-Z05,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-004,2026-08-27T09:32:00,NEAR_MISS,DC-08-Z07,LOW,N,OPERATOR
DC-08,SAFE-DC-08-005,2026-08-18T19:32:00,ZONE_BREACH,DC-08-Z08,CRITICAL,N,VISION
DC-08,SAFE-DC-08-006,2026-08-24T17:18:00,SCANNER_FAULT,DC-08-Z04,LOW,Y,FLEET
DC-08,SAFE-DC-08-007,2026-08-30T17:34:00,SPEED_REDUCTION,DC-08-Z10,HIGH,Y,SAFETY_PLC
DC-08,SAFE-DC-08-008,2026-08-15T00:28:00,SCANNER_FAULT,DC-08-Z01,CRITICAL,N,VISION
DC-08,SAFE-DC-08-009,2026-08-07T18:26:00,ZONE_BREACH,DC-08-Z09,CRITICAL,Y,SAFETY_PLC
DC-08,SAFE-DC-08-010,2026-08-28T09:51:00,NEAR_MISS,DC-08-Z11,HIGH,Y,SAFETY_PLC
DC-08,SAFE-DC-08-011,2026-08-29T11:50:00,SCANNER_FAULT,DC-08-Z08,HIGH,Y,VISION
DC-08,SAFE-DC-08-012,2026-08-20T23:23:00,SCANNER_FAULT,DC-08-Z04,HIGH,Y,SAFETY_PLC
DC-08,SAFE-DC-08-013,2026-08-22T12:21:00,NEAR_MISS,DC-08-Z08,HIGH,Y,FLEET
DC-08,SAFE-DC-08-014,2026-08-23T11:42:00,NEAR_MISS,DC-08-Z04,CRITICAL,Y,OPERATOR
DC-08,SAFE-DC-08-015,2026-08-24T06:52:00,E_STOP,DC-08-Z12,CRITICAL,Y,SAFETY_PLC
DC-08,SAFE-DC-08-016,2026-08-03T11:33:00,SCANNER_FAULT,DC-08-Z11,MEDIUM,Y,OPERATOR
DC-08,SAFE-DC-08-017,2026-08-05T17:49:00,E_STOP,DC-08-Z05,HIGH,Y,VISION
DC-08,SAFE-DC-08-018,2026-08-26T19:37:00,MANUAL_OVERRIDE,DC-08-Z03,HIGH,Y,VISION
DC-08,SAFE-DC-08-019,2026-08-22T11:37:00,SCANNER_FAULT,DC-08-Z02,CRITICAL,Y,OPERATOR
DC-08,SAFE-DC-08-020,2026-08-22T22:44:00,NEAR_MISS,DC-08-Z07,LOW,Y,VISION
DC-08,SAFE-DC-08-021,2026-08-15T00:48:00,SPEED_REDUCTION,DC-08-Z04,HIGH,Y,SAFETY_PLC
DC-08,SAFE-DC-08-022,2026-08-04T11:04:00,NEAR_MISS,DC-08-Z04,LOW,Y,FLEET
DC-08,SAFE-DC-08-023,2026-08-28T02:46:00,ZONE_BREACH,DC-08-Z05,MEDIUM,Y,VISION
DC-08,SAFE-DC-08-024,2026-08-13T22:58:00,ZONE_BREACH,DC-08-Z09,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-025,2026-08-14T08:23:00,NEAR_MISS,DC-08-Z11,LOW,Y,SAFETY_PLC
DC-08,SAFE-DC-08-026,2026-08-20T17:52:00,NEAR_MISS,DC-08-Z04,HIGH,Y,FLEET
DC-08,SAFE-DC-08-027,2026-08-04T21:06:00,MANUAL_OVERRIDE,DC-08-Z11,HIGH,Y,VISION
DC-08,SAFE-DC-08-028,2026-08-17T00:03:00,MANUAL_OVERRIDE,DC-08-Z11,HIGH,Y,VISION
DC-08,SAFE-DC-08-029,2026-08-14T16:11:00,NEAR_MISS,DC-08-Z09,MEDIUM,Y,OPERATOR
DC-08,SAFE-DC-08-030,2026-08-05T09:14:00,ZONE_BREACH,DC-08-Z06,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-031,2026-08-06T06:10:00,ZONE_BREACH,DC-08-Z11,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-032,2026-08-21T12:30:00,ZONE_BREACH,DC-08-Z02,HIGH,Y,VISION
DC-08,SAFE-DC-08-033,2026-08-30T05:53:00,ZONE_BREACH,DC-08-Z11,HIGH,Y,FLEET
DC-08,SAFE-DC-08-034,2026-08-28T03:31:00,SCANNER_FAULT,DC-08-Z02,MEDIUM,Y,SAFETY_PLC
DC-08,SAFE-DC-08-035,2026-08-24T10:22:00,MANUAL_OVERRIDE,DC-08-Z02,LOW,Y,FLEET
DC-08,SAFE-DC-08-036,2026-08-07T23:31:00,SPEED_REDUCTION,DC-08-Z09,CRITICAL,Y,OPERATOR
DC-08,SAFE-DC-08-037,2026-08-06T03:15:00,ZONE_BREACH,DC-08-Z06,HIGH,N,SAFETY_PLC
DC-08,SAFE-DC-08-038,2026-08-03T11:27:00,SCANNER_FAULT,DC-08-Z01,MEDIUM,Y,SAFETY_PLC
DC-08,SAFE-DC-08-039,2026-08-25T06:10:00,ZONE_BREACH,DC-08-Z01,LOW,Y,SAFETY_PLC
DC-08,SAFE-DC-08-040,2026-08-19T16:52:00,SCANNER_FAULT,DC-08-Z01,CRITICAL,Y,SAFETY_PLC
DC-08,SAFE-DC-08-041,2026-09-04T01:36:00,MANUAL_OVERRIDE,DC-08-Z03,LOW,Y,VISION
DC-08,SAFE-DC-08-042,2026-08-01T22:54:00,MANUAL_OVERRIDE,DC-08-Z08,LOW,N,OPERATOR
DC-08,SAFE-DC-08-043,2026-08-14T22:28:00,MANUAL_OVERRIDE,DC-08-Z11,HIGH,Y,OPERATOR
DC-08,SAFE-DC-08-044,2026-08-21T02:35:00,NEAR_MISS,DC-08-Z02,LOW,Y,OPERATOR
DC-08,SAFE-DC-08-045,2026-08-11T15:41:00,NEAR_MISS,DC-08-Z12,MEDIUM,Y,SAFETY_PLC
DC-08,SAFE-DC-08-046,2026-08-09T11:09:00,SPEED_REDUCTION,DC-08-Z05,LOW,N,VISION
DC-08,SAFE-DC-08-047,2026-08-23T06:57:00,SCANNER_FAULT,DC-08-Z11,LOW,Y,SAFETY_PLC
DC-08,SAFE-DC-08-048,2026-08-24T06:25:00,ZONE_BREACH,DC-08-Z08,HIGH,Y,VISION
DC-08,SAFE-DC-08-049,2026-08-07T18:17:00,ZONE_BREACH,DC-08-Z06,MEDIUM,Y,SAFETY_PLC
DC-08,SAFE-DC-08-050,2026-08-04T03:54:00,SPEED_REDUCTION,DC-08-Z11,LOW,Y,SAFETY_PLC
DC-08,SAFE-DC-08-051,2026-09-03T00:36:00,SCANNER_FAULT,DC-08-Z04,HIGH,Y,OPERATOR
DC-08,SAFE-DC-08-052,2026-08-15T08:36:00,ZONE_BREACH,DC-08-Z11,LOW,Y,OPERATOR
DC-08,SAFE-DC-08-053,2026-08-03T05:02:00,E_STOP,DC-08-Z07,CRITICAL,N,VISION
DC-08,SAFE-DC-08-054,2026-08-25T16:59:00,E_STOP,DC-08-Z09,CRITICAL,Y,VISION
DC-08,SAFE-DC-08-055,2026-08-17T22:48:00,ZONE_BREACH,DC-08-Z05,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-056,2026-09-04T15:13:00,SPEED_REDUCTION,DC-08-Z06,LOW,N,FLEET
DC-08,SAFE-DC-08-057,2026-08-18T12:42:00,ZONE_BREACH,DC-08-Z02,CRITICAL,Y,FLEET
DC-08,SAFE-DC-08-058,2026-08-26T15:57:00,SCANNER_FAULT,DC-08-Z06,HIGH,N,SAFETY_PLC
DC-08,SAFE-DC-08-059,2026-08-22T22:59:00,SCANNER_FAULT,DC-08-Z11,MEDIUM,N,FLEET
DC-08,SAFE-DC-08-060,2026-08-21T15:55:00,SCANNER_FAULT,DC-08-Z06,LOW,Y,OPERATOR
DC-08,SAFE-DC-08-061,2026-08-16T04:40:00,SPEED_REDUCTION,DC-08-Z07,CRITICAL,Y,OPERATOR
DC-08,SAFE-DC-08-062,2026-08-22T14:12:00,MANUAL_OVERRIDE,DC-08-Z01,CRITICAL,Y,OPERATOR
DC-08,SAFE-DC-08-063,2026-08-05T13:44:00,SPEED_REDUCTION,DC-08-Z06,MEDIUM,Y,SAFETY_PLC
DC-08,SAFE-DC-08-064,2026-08-10T19:22:00,SCANNER_FAULT,DC-08-Z04,HIGH,N,FLEET
DC-09,SAFE-DC-09-000,2026-08-08T08:58:00,NEAR_MISS,DC-09-Z06,LOW,Y,FLEET
DC-09,SAFE-DC-09-001,2026-08-01T10:02:00,E_STOP,DC-09-Z09,CRITICAL,Y,OPERATOR
DC-09,SAFE-DC-09-002,2026-08-27T18:57:00,ZONE_BREACH,DC-09-Z04,HIGH,Y,VISION
DC-09,SAFE-DC-09-003,2026-08-28T10:47:00,MANUAL_OVERRIDE,DC-09-Z04,HIGH,Y,FLEET
DC-09,SAFE-DC-09-004,2026-08-27T04:47:00,NEAR_MISS,DC-09-Z01,MEDIUM,Y,FLEET
DC-09,SAFE-DC-09-005,2026-08-11T18:05:00,E_STOP,DC-09-Z06,LOW,N,FLEET
DC-09,SAFE-DC-09-006,2026-08-02T05:07:00,MANUAL_OVERRIDE,DC-09-Z12,LOW,Y,OPERATOR
DC-09,SAFE-DC-09-007,2026-08-27T22:00:00,MANUAL_OVERRIDE,DC-09-Z01,CRITICAL,Y,SAFETY_PLC
DC-09,SAFE-DC-09-008,2026-08-07T12:19:00,E_STOP,DC-09-Z07,HIGH,Y,VISION
DC-09,SAFE-DC-09-009,2026-08-20T10:31:00,E_STOP,DC-09-Z12,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-010,2026-08-07T20:43:00,ZONE_BREACH,DC-09-Z05,HIGH,Y,FLEET
DC-09,SAFE-DC-09-011,2026-08-19T15:29:00,ZONE_BREACH,DC-09-Z12,CRITICAL,N,OPERATOR
DC-09,SAFE-DC-09-012,2026-08-18T10:53:00,SPEED_REDUCTION,DC-09-Z11,HIGH,Y,SAFETY_PLC
DC-09,SAFE-DC-09-013,2026-08-19T14:00:00,E_STOP,DC-09-Z07,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-014,2026-08-10T01:14:00,E_STOP,DC-09-Z12,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-015,2026-08-17T13:56:00,E_STOP,DC-09-Z02,CRITICAL,Y,VISION
DC-09,SAFE-DC-09-016,2026-08-02T12:25:00,NEAR_MISS,DC-09-Z12,HIGH,Y,FLEET
DC-09,SAFE-DC-09-017,2026-08-14T19:20:00,E_STOP,DC-09-Z04,HIGH,N,VISION
DC-09,SAFE-DC-09-018,2026-08-31T12:24:00,MANUAL_OVERRIDE,DC-09-Z02,HIGH,Y,FLEET
DC-09,SAFE-DC-09-019,2026-08-26T15:37:00,MANUAL_OVERRIDE,DC-09-Z09,LOW,Y,SAFETY_PLC
DC-09,SAFE-DC-09-020,2026-08-24T06:34:00,NEAR_MISS,DC-09-Z11,LOW,Y,VISION
DC-09,SAFE-DC-09-021,2026-08-19T09:20:00,MANUAL_OVERRIDE,DC-09-Z10,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-022,2026-08-17T06:26:00,SCANNER_FAULT,DC-09-Z05,HIGH,Y,VISION
DC-09,SAFE-DC-09-023,2026-08-29T09:10:00,NEAR_MISS,DC-09-Z01,MEDIUM,N,VISION
DC-09,SAFE-DC-09-024,2026-09-03T03:42:00,NEAR_MISS,DC-09-Z02,MEDIUM,Y,OPERATOR
DC-09,SAFE-DC-09-025,2026-08-22T20:59:00,NEAR_MISS,DC-09-Z09,CRITICAL,Y,FLEET
DC-09,SAFE-DC-09-026,2026-08-19T16:44:00,ZONE_BREACH,DC-09-Z03,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-027,2026-09-04T16:49:00,E_STOP,DC-09-Z02,MEDIUM,Y,VISION
DC-09,SAFE-DC-09-028,2026-08-11T01:31:00,E_STOP,DC-09-Z12,LOW,N,FLEET
DC-09,SAFE-DC-09-029,2026-09-02T00:07:00,MANUAL_OVERRIDE,DC-09-Z03,LOW,Y,SAFETY_PLC
DC-09,SAFE-DC-09-030,2026-08-04T21:31:00,E_STOP,DC-09-Z07,MEDIUM,Y,SAFETY_PLC
DC-09,SAFE-DC-09-031,2026-09-03T16:12:00,ZONE_BREACH,DC-09-Z08,MEDIUM,Y,OPERATOR
DC-09,SAFE-DC-09-032,2026-08-15T07:48:00,SPEED_REDUCTION,DC-09-Z11,HIGH,Y,OPERATOR
DC-09,SAFE-DC-09-033,2026-09-04T19:17:00,SCANNER_FAULT,DC-09-Z08,HIGH,Y,FLEET
DC-09,SAFE-DC-09-034,2026-09-02T06:11:00,MANUAL_OVERRIDE,DC-09-Z06,CRITICAL,Y,SAFETY_PLC
DC-09,SAFE-DC-09-035,2026-08-03T23:25:00,E_STOP,DC-09-Z01,CRITICAL,N,SAFETY_PLC
DC-09,SAFE-DC-09-036,2026-08-01T19:56:00,ZONE_BREACH,DC-09-Z04,CRITICAL,N,FLEET
DC-09,SAFE-DC-09-037,2026-08-18T01:23:00,ZONE_BREACH,DC-09-Z04,HIGH,Y,OPERATOR
DC-09,SAFE-DC-09-038,2026-08-23T04:04:00,SPEED_REDUCTION,DC-09-Z10,HIGH,Y,OPERATOR
DC-09,SAFE-DC-09-039,2026-09-04T07:17:00,SCANNER_FAULT,DC-09-Z08,MEDIUM,Y,FLEET
DC-09,SAFE-DC-09-040,2026-08-24T13:07:00,E_STOP,DC-09-Z01,MEDIUM,Y,OPERATOR
DC-09,SAFE-DC-09-041,2026-08-08T01:32:00,SPEED_REDUCTION,DC-09-Z05,CRITICAL,Y,VISION
DC-09,SAFE-DC-09-042,2026-08-13T04:21:00,NEAR_MISS,DC-09-Z11,HIGH,Y,FLEET
DC-09,SAFE-DC-09-043,2026-08-08T06:47:00,E_STOP,DC-09-Z08,HIGH,Y,VISION
DC-09,SAFE-DC-09-044,2026-08-18T21:44:00,ZONE_BREACH,DC-09-Z12,CRITICAL,Y,OPERATOR
DC-09,SAFE-DC-09-045,2026-08-20T13:13:00,SCANNER_FAULT,DC-09-Z02,HIGH,Y,VISION
DC-09,SAFE-DC-09-046,2026-08-15T08:54:00,ZONE_BREACH,DC-09-Z04,CRITICAL,Y,SAFETY_PLC
DC-09,SAFE-DC-09-047,2026-08-29T22:54:00,SPEED_REDUCTION,DC-09-Z08,HIGH,Y,FLEET
DC-09,SAFE-DC-09-048,2026-08-04T06:33:00,MANUAL_OVERRIDE,DC-09-Z02,CRITICAL,Y,SAFETY_PLC
DC-09,SAFE-DC-09-049,2026-08-19T07:33:00,ZONE_BREACH,DC-09-Z10,MEDIUM,Y,VISION
DC-09,SAFE-DC-09-050,2026-08-18T17:42:00,ZONE_BREACH,DC-09-Z01,CRITICAL,N,FLEET
DC-09,SAFE-DC-09-051,2026-08-13T12:37:00,NEAR_MISS,DC-09-Z05,HIGH,Y,FLEET
DC-09,SAFE-DC-09-052,2026-08-12T03:45:00,SCANNER_FAULT,DC-09-Z03,CRITICAL,Y,SAFETY_PLC
DC-09,SAFE-DC-09-053,2026-09-04T23:33:00,ZONE_BREACH,DC-09-Z03,HIGH,Y,SAFETY_PLC
DC-09,SAFE-DC-09-054,2026-08-05T16:01:00,SPEED_REDUCTION,DC-09-Z10,MEDIUM,Y,FLEET
DC-09,SAFE-DC-09-055,2026-08-26T00:36:00,NEAR_MISS,DC-09-Z11,MEDIUM,N,OPERATOR
DC-09,SAFE-DC-09-056,2026-08-06T22:43:00,MANUAL_OVERRIDE,DC-09-Z07,MEDIUM,Y,FLEET
DC-09,SAFE-DC-09-057,2026-08-05T18:05:00,NEAR_MISS,DC-09-Z05,CRITICAL,Y,VISION
DC-09,SAFE-DC-09-058,2026-09-03T09:17:00,SCANNER_FAULT,DC-09-Z01,CRITICAL,Y,OPERATOR
DC-09,SAFE-DC-09-059,2026-08-23T14:13:00,E_STOP,DC-09-Z04,HIGH,Y,FLEET
DC-09,SAFE-DC-09-060,2026-08-15T20:35:00,SPEED_REDUCTION,DC-09-Z04,LOW,N,OPERATOR
DC-09,SAFE-DC-09-061,2026-08-17T03:20:00,MANUAL_OVERRIDE,DC-09-Z03,CRITICAL,Y,VISION
DC-09,SAFE-DC-09-062,2026-08-22T23:13:00,E_STOP,DC-09-Z12,LOW,N,FLEET
DC-09,SAFE-DC-09-063,2026-09-02T06:47:00,SPEED_REDUCTION,DC-09-Z10,LOW,Y,OPERATOR
DC-09,SAFE-DC-09-064,2026-08-12T17:35:00,MANUAL_OVERRIDE,DC-09-Z01,HIGH,Y,OPERATOR
DC-10,SAFE-DC-10-000,2026-08-27T06:12:00,SPEED_REDUCTION,DC-10-Z10,MEDIUM,N,OPERATOR
DC-10,SAFE-DC-10-001,2026-08-21T21:46:00,ZONE_BREACH,DC-10-Z02,HIGH,Y,VISION
DC-10,SAFE-DC-10-002,2026-08-09T10:28:00,NEAR_MISS,DC-10-Z10,MEDIUM,Y,OPERATOR
DC-10,SAFE-DC-10-003,2026-08-17T11:38:00,MANUAL_OVERRIDE,DC-10-Z11,HIGH,N,OPERATOR
DC-10,SAFE-DC-10-004,2026-08-30T13:05:00,SPEED_REDUCTION,DC-10-Z10,MEDIUM,Y,OPERATOR
DC-10,SAFE-DC-10-005,2026-08-16T06:49:00,ZONE_BREACH,DC-10-Z01,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-006,2026-08-19T21:55:00,ZONE_BREACH,DC-10-Z09,HIGH,Y,OPERATOR
DC-10,SAFE-DC-10-007,2026-08-17T10:00:00,NEAR_MISS,DC-10-Z12,MEDIUM,Y,FLEET
DC-10,SAFE-DC-10-008,2026-08-13T22:02:00,E_STOP,DC-10-Z07,CRITICAL,Y,SAFETY_PLC
DC-10,SAFE-DC-10-009,2026-08-04T06:56:00,E_STOP,DC-10-Z02,MEDIUM,N,VISION
DC-10,SAFE-DC-10-010,2026-08-28T21:22:00,SCANNER_FAULT,DC-10-Z09,HIGH,Y,VISION
DC-10,SAFE-DC-10-011,2026-08-02T05:12:00,NEAR_MISS,DC-10-Z09,LOW,N,SAFETY_PLC
DC-10,SAFE-DC-10-012,2026-08-12T20:47:00,MANUAL_OVERRIDE,DC-10-Z04,HIGH,N,SAFETY_PLC
DC-10,SAFE-DC-10-013,2026-08-30T11:27:00,SPEED_REDUCTION,DC-10-Z05,HIGH,N,FLEET
DC-10,SAFE-DC-10-014,2026-08-28T13:02:00,NEAR_MISS,DC-10-Z04,MEDIUM,Y,SAFETY_PLC
DC-10,SAFE-DC-10-015,2026-09-01T16:03:00,ZONE_BREACH,DC-10-Z04,HIGH,Y,SAFETY_PLC
DC-10,SAFE-DC-10-016,2026-08-24T08:58:00,SCANNER_FAULT,DC-10-Z10,MEDIUM,Y,SAFETY_PLC
DC-10,SAFE-DC-10-017,2026-08-25T13:12:00,SPEED_REDUCTION,DC-10-Z02,CRITICAL,Y,FLEET
DC-10,SAFE-DC-10-018,2026-08-31T13:08:00,E_STOP,DC-10-Z07,MEDIUM,Y,OPERATOR
DC-10,SAFE-DC-10-019,2026-08-29T14:47:00,SCANNER_FAULT,DC-10-Z10,HIGH,N,FLEET
DC-10,SAFE-DC-10-020,2026-08-22T00:48:00,NEAR_MISS,DC-10-Z07,MEDIUM,Y,SAFETY_PLC
DC-10,SAFE-DC-10-021,2026-08-08T07:11:00,NEAR_MISS,DC-10-Z06,LOW,Y,VISION
DC-10,SAFE-DC-10-022,2026-08-15T15:37:00,E_STOP,DC-10-Z03,CRITICAL,Y,FLEET
DC-10,SAFE-DC-10-023,2026-08-17T18:27:00,E_STOP,DC-10-Z11,CRITICAL,Y,SAFETY_PLC
DC-10,SAFE-DC-10-024,2026-08-29T22:58:00,E_STOP,DC-10-Z04,CRITICAL,Y,FLEET
DC-10,SAFE-DC-10-025,2026-08-19T14:57:00,SCANNER_FAULT,DC-10-Z12,MEDIUM,N,SAFETY_PLC
DC-10,SAFE-DC-10-026,2026-08-09T15:59:00,NEAR_MISS,DC-10-Z02,CRITICAL,Y,VISION
DC-10,SAFE-DC-10-027,2026-08-31T12:00:00,SPEED_REDUCTION,DC-10-Z11,LOW,Y,OPERATOR
DC-10,SAFE-DC-10-028,2026-08-05T22:10:00,SCANNER_FAULT,DC-10-Z07,LOW,Y,FLEET
DC-10,SAFE-DC-10-029,2026-08-18T15:48:00,SCANNER_FAULT,DC-10-Z04,MEDIUM,N,SAFETY_PLC
DC-10,SAFE-DC-10-030,2026-08-09T13:24:00,NEAR_MISS,DC-10-Z08,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-031,2026-08-20T07:44:00,ZONE_BREACH,DC-10-Z03,MEDIUM,Y,FLEET
DC-10,SAFE-DC-10-032,2026-09-02T22:45:00,MANUAL_OVERRIDE,DC-10-Z08,CRITICAL,N,VISION
DC-10,SAFE-DC-10-033,2026-08-06T09:00:00,NEAR_MISS,DC-10-Z08,HIGH,Y,FLEET
DC-10,SAFE-DC-10-034,2026-08-10T17:38:00,MANUAL_OVERRIDE,DC-10-Z03,MEDIUM,Y,OPERATOR
DC-10,SAFE-DC-10-035,2026-09-03T11:53:00,MANUAL_OVERRIDE,DC-10-Z07,HIGH,Y,FLEET
DC-10,SAFE-DC-10-036,2026-08-14T12:19:00,E_STOP,DC-10-Z11,LOW,Y,VISION
DC-10,SAFE-DC-10-037,2026-08-27T23:00:00,SPEED_REDUCTION,DC-10-Z09,MEDIUM,Y,FLEET
DC-10,SAFE-DC-10-038,2026-08-09T17:58:00,MANUAL_OVERRIDE,DC-10-Z09,LOW,N,OPERATOR
DC-10,SAFE-DC-10-039,2026-09-02T23:21:00,SPEED_REDUCTION,DC-10-Z12,MEDIUM,Y,SAFETY_PLC
DC-10,SAFE-DC-10-040,2026-09-03T03:10:00,ZONE_BREACH,DC-10-Z02,CRITICAL,Y,FLEET
DC-10,SAFE-DC-10-041,2026-08-17T08:58:00,ZONE_BREACH,DC-10-Z04,CRITICAL,Y,VISION
DC-10,SAFE-DC-10-042,2026-08-31T23:08:00,NEAR_MISS,DC-10-Z06,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-043,2026-08-23T17:25:00,E_STOP,DC-10-Z06,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-044,2026-08-04T21:51:00,SCANNER_FAULT,DC-10-Z09,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-045,2026-08-14T00:26:00,SPEED_REDUCTION,DC-10-Z11,LOW,Y,SAFETY_PLC
DC-10,SAFE-DC-10-046,2026-08-03T19:09:00,ZONE_BREACH,DC-10-Z05,HIGH,Y,VISION
DC-10,SAFE-DC-10-047,2026-08-26T01:28:00,ZONE_BREACH,DC-10-Z04,MEDIUM,N,FLEET
DC-10,SAFE-DC-10-048,2026-08-12T11:36:00,E_STOP,DC-10-Z10,HIGH,N,FLEET
DC-10,SAFE-DC-10-049,2026-08-19T02:45:00,E_STOP,DC-10-Z02,MEDIUM,Y,VISION
DC-10,SAFE-DC-10-050,2026-08-15T23:23:00,NEAR_MISS,DC-10-Z02,HIGH,Y,OPERATOR
DC-10,SAFE-DC-10-051,2026-08-23T00:48:00,SCANNER_FAULT,DC-10-Z12,LOW,Y,FLEET
DC-10,SAFE-DC-10-052,2026-08-26T13:29:00,SCANNER_FAULT,DC-10-Z11,MEDIUM,Y,VISION
DC-10,SAFE-DC-10-053,2026-09-01T14:22:00,SCANNER_FAULT,DC-10-Z09,HIGH,Y,OPERATOR
DC-10,SAFE-DC-10-054,2026-08-06T03:36:00,SPEED_REDUCTION,DC-10-Z11,CRITICAL,Y,OPERATOR
DC-10,SAFE-DC-10-055,2026-08-31T13:36:00,SPEED_REDUCTION,DC-10-Z12,LOW,N,FLEET
DC-10,SAFE-DC-10-056,2026-08-04T09:17:00,E_STOP,DC-10-Z01,CRITICAL,Y,SAFETY_PLC
DC-10,SAFE-DC-10-057,2026-08-30T03:54:00,SPEED_REDUCTION,DC-10-Z04,LOW,Y,OPERATOR
DC-10,SAFE-DC-10-058,2026-08-07T17:05:00,SCANNER_FAULT,DC-10-Z08,HIGH,N,OPERATOR
DC-10,SAFE-DC-10-059,2026-08-20T16:41:00,NEAR_MISS,DC-10-Z12,MEDIUM,Y,VISION
DC-10,SAFE-DC-10-060,2026-08-03T20:59:00,NEAR_MISS,DC-10-Z04,MEDIUM,Y,FLEET
DC-10,SAFE-DC-10-061,2026-08-09T03:23:00,NEAR_MISS,DC-10-Z11,HIGH,N,FLEET
DC-10,SAFE-DC-10-062,2026-09-03T22:03:00,SPEED_REDUCTION,DC-10-Z01,HIGH,Y,FLEET
DC-10,SAFE-DC-10-063,2026-08-01T19:41:00,E_STOP,DC-10-Z08,MEDIUM,Y,VISION
