sku,description,uom,temperature_class,lot_controlled,serial_controlled,hazmat
SKU-00788,Synthetic Product 00788,CASE,CHILLED,N,N,N
SKU-00789,Synthetic Product 00789,CASE,AMBIENT,Y,N,N
SKU-00790,Synthetic Product 00790,EA,AMBIENT,N,N,N
SKU-00791,Synthetic Product 00791,EA,FROZEN,Y,N,N
SKU-00792,Synthetic Product 00792,PALLET,FROZEN,N,N,N
SKU-00793,Synthetic Product 00793,PALLET,AMBIENT,N,N,N
SKU-00794,Synthetic Product 00794,PALLET,CHILLED,N,N,N
SKU-00795,Synthetic Product 00795,EA,CHILLED,N,N,N
SKU-00796,Synthetic Product 00796,CASE,AMBIENT,Y,N,N
SKU-00797,Synthetic Product 00797,CASE,AMBIENT,N,N,N
SKU-00798,Synthetic Product 00798,CASE,AMBIENT,Y,N,N
SKU-00799,Synthetic Product 00799,EA,FROZEN,N,Y,N
SKU-00800,Synthetic Product 00800,EA,AMBIENT,N,N,N
SKU-00801,Synthetic Product 00801,PALLET,AMBIENT,N,N,N
SKU-00802,Synthetic Product 00802,EA,AMBIENT,N,N,N
SKU-00803,Synthetic Product 00803,PALLET,AMBIENT,Y,N,N
SKU-00804,Synthetic Product 00804,CASE,AMBIENT,N,N,N
SKU-00805,Synthetic Product 00805,CASE,CHILLED,Y,N,N
SKU-00806,Synthetic Product 00806,CASE,AMBIENT,N,N,N
SKU-00807,Synthetic Product 00807,EA,CHILLED,N,N,N
SKU-00808,Synthetic Product 00808,CASE,AMBIENT,N,N,N
SKU-00809,Synthetic Product 00809,PALLET,AMBIENT,Y,N,N
SKU-00810,Synthetic Product 00810,EA,AMBIENT,N,N,N
SKU-00811,Synthetic Product 00811,CASE,AMBIENT,Y,N,N
SKU-00812,Synthetic Product 00812,CASE,AMBIENT,N,N,N
SKU-00813,Synthetic Product 00813,EA,AMBIENT,N,N,N
SKU-00814,Synthetic Product 00814,PALLET,AMBIENT,N,N,N
SKU-00815,Synthetic Product 00815,CASE,AMBIENT,Y,N,N
SKU-00816,Synthetic Product 00816,CASE,CHILLED,N,N,N
SKU-00817,Synthetic Product 00817,PALLET,AMBIENT,Y,Y,N
SKU-00818,Synthetic Product 00818,EA,AMBIENT,Y,N,N
SKU-00819,Synthetic Product 00819,EA,AMBIENT,N,Y,N
SKU-00820,Synthetic Product 00820,PALLET,CHILLED,N,N,N
SKU-00821,Synthetic Product 00821,CASE,AMBIENT,Y,N,N
SKU-00822,Synthetic Product 00822,PALLET,AMBIENT,N,N,N
SKU-00823,Synthetic Product 00823,PALLET,AMBIENT,Y,N,N
SKU-00824,Synthetic Product 00824,CASE,AMBIENT,N,N,N
SKU-00825,Synthetic Product 00825,CASE,FROZEN,N,N,N
SKU-00826,Synthetic Product 00826,EA,AMBIENT,Y,N,N
SKU-00827,Synthetic Product 00827,PALLET,AMBIENT,Y,Y,N
SKU-00828,Synthetic Product 00828,PALLET,AMBIENT,Y,N,N
SKU-00829,Synthetic Product 00829,EA,AMBIENT,Y,N,N
SKU-00830,Synthetic Product 00830,EA,FROZEN,N,N,N
SKU-00831,Synthetic Product 00831,CASE,FROZEN,Y,N,N
SKU-00832,Synthetic Product 00832,CASE,AMBIENT,N,N,N
SKU-00833,Synthetic Product 00833,PALLET,AMBIENT,N,N,N
SKU-00834,Synthetic Product 00834,EA,AMBIENT,Y,N,N
SKU-00835,Synthetic Product 00835,EA,AMBIENT,Y,N,N
SKU-00836,Synthetic Product 00836,PALLET,AMBIENT,N,Y,N
SKU-00837,Synthetic Product 00837,CASE,AMBIENT,N,N,N
SKU-00838,Synthetic Product 00838,PALLET,FROZEN,N,Y,N
SKU-00839,Synthetic Product 00839,EA,FROZEN,Y,N,N
SKU-00840,Synthetic Product 00840,EA,AMBIENT,N,Y,N
SKU-00841,Synthetic Product 00841,EA,AMBIENT,Y,Y,N
SKU-00842,Synthetic Product 00842,PALLET,AMBIENT,N,N,N
SKU-00843,Synthetic Product 00843,EA,AMBIENT,N,N,N
SKU-00844,Synthetic Product 00844,EA,FROZEN,N,N,N
SKU-00845,Synthetic Product 00845,PALLET,AMBIENT,Y,N,N
SKU-00846,Synthetic Product 00846,CASE,AMBIENT,N,Y,N
SKU-00847,Synthetic Product 00847,CASE,AMBIENT,N,Y,N
SKU-00848,Synthetic Product 00848,EA,CHILLED,N,N,N
SKU-00849,Synthetic Product 00849,CASE,AMBIENT,N,N,N
SKU-00850,Synthetic Product 00850,EA,AMBIENT,N,N,N
SKU-00851,Synthetic Product 00851,PALLET,AMBIENT,Y,N,N
SKU-00852,Synthetic Product 00852,PALLET,AMBIENT,N,N,N
SKU-00853,Synthetic Product 00853,CASE,AMBIENT,N,N,N
SKU-00854,Synthetic Product 00854,CASE,AMBIENT,Y,N,N
SKU-00855,Synthetic Product 00855,CASE,FROZEN,Y,N,N
SKU-00856,Synthetic Product 00856,EA,AMBIENT,Y,N,N
SKU-00857,Synthetic Product 00857,EA,AMBIENT,Y,N,N
SKU-00858,Synthetic Product 00858,PALLET,AMBIENT,Y,N,N
SKU-00859,Synthetic Product 00859,EA,AMBIENT,N,Y,N
SKU-00860,Synthetic Product 00860,CASE,AMBIENT,N,N,N
SKU-00861,Synthetic Product 00861,PALLET,AMBIENT,N,N,N
SKU-00862,Synthetic Product 00862,CASE,AMBIENT,Y,N,N
SKU-00863,Synthetic Product 00863,CASE,AMBIENT,Y,N,N
SKU-00864,Synthetic Product 00864,EA,FROZEN,Y,Y,N
SKU-00865,Synthetic Product 00865,EA,CHILLED,N,N,N
SKU-00866,Synthetic Product 00866,PALLET,FROZEN,Y,N,N
SKU-00867,Synthetic Product 00867,PALLET,FROZEN,N,N,N
SKU-00868,Synthetic Product 00868,EA,FROZEN,Y,N,N
SKU-00869,Synthetic Product 00869,EA,AMBIENT,N,N,N
SKU-00870,Synthetic Product 00870,EA,AMBIENT,N,N,N
SKU-00871,Synthetic Product 00871,CASE,AMBIENT,N,N,N
SKU-00872,Synthetic Product 00872,PALLET,CHILLED,N,N,Y
SKU-00873,Synthetic Product 00873,EA,AMBIENT,Y,Y,N
SKU-00874,Synthetic Product 00874,PALLET,AMBIENT,N,N,N
SKU-00875,Synthetic Product 00875,PALLET,AMBIENT,Y,N,N
SKU-00876,Synthetic Product 00876,CASE,AMBIENT,Y,N,N
SKU-00877,Synthetic Product 00877,CASE,AMBIENT,Y,Y,N
SKU-00878,Synthetic Product 00878,PALLET,FROZEN,Y,N,N
SKU-00879,Synthetic Product 00879,EA,FROZEN,N,N,N
SKU-00880,Synthetic Product 00880,EA,AMBIENT,N,N,N
SKU-00881,Synthetic Product 00881,PALLET,FROZEN,N,N,N
SKU-00882,Synthetic Product 00882,CASE,FROZEN,Y,N,N
SKU-00883,Synthetic Product 00883,CASE,CHILLED,Y,N,Y
SKU-00884,Synthetic Product 00884,CASE,AMBIENT,Y,N,N
SKU-00885,Synthetic Product 00885,EA,AMBIENT,N,N,N
SKU-00886,Synthetic Product 00886,EA,AMBIENT,Y,N,N
SKU-00887,Synthetic Product 00887,PALLET,CHILLED,N,Y,N
SKU-00888,Synthetic Product 00888,PALLET,AMBIENT,N,N,N
SKU-00889,Synthetic Product 00889,EA,AMBIENT,N,N,Y
SKU-00890,Synthetic Product 00890,CASE,AMBIENT,N,N,N
SKU-00891,Synthetic Product 00891,PALLET,AMBIENT,Y,N,N
SKU-00892,Synthetic Product 00892,EA,AMBIENT,N,N,N
SKU-00893,Synthetic Product 00893,PALLET,AMBIENT,Y,N,N
SKU-00894,Synthetic Product 00894,PALLET,AMBIENT,Y,N,N
SKU-00895,Synthetic Product 00895,PALLET,AMBIENT,Y,N,N
SKU-00896,Synthetic Product 00896,CASE,AMBIENT,Y,N,N
SKU-00897,Synthetic Product 00897,CASE,AMBIENT,Y,N,N
SKU-00898,Synthetic Product 00898,PALLET,AMBIENT,Y,N,N
SKU-00899,Synthetic Product 00899,CASE,AMBIENT,Y,N,N
SKU-00900,Synthetic Product 00900,PALLET,FROZEN,N,N,N
SKU-00901,Synthetic Product 00901,PALLET,AMBIENT,Y,N,N
SKU-00902,Synthetic Product 00902,PALLET,AMBIENT,N,Y,N
SKU-00903,Synthetic Product 00903,EA,AMBIENT,N,N,N
SKU-00904,Synthetic Product 00904,PALLET,FROZEN,Y,N,N
SKU-00905,Synthetic Product 00905,PALLET,AMBIENT,N,Y,N
SKU-00906,Synthetic Product 00906,PALLET,AMBIENT,N,N,N
SKU-00907,Synthetic Product 00907,EA,AMBIENT,Y,Y,N
SKU-00908,Synthetic Product 00908,PALLET,AMBIENT,Y,N,N
SKU-00909,Synthetic Product 00909,PALLET,AMBIENT,N,Y,N
SKU-00910,Synthetic Product 00910,EA,AMBIENT,Y,N,N
SKU-00911,Synthetic Product 00911,PALLET,AMBIENT,Y,N,Y
SKU-00912,Synthetic Product 00912,EA,AMBIENT,Y,Y,Y
SKU-00913,Synthetic Product 00913,EA,AMBIENT,N,N,N
SKU-00914,Synthetic Product 00914,CASE,AMBIENT,Y,Y,N
SKU-00915,Synthetic Product 00915,CASE,AMBIENT,Y,N,N
SKU-00916,Synthetic Product 00916,PALLET,AMBIENT,N,N,N
SKU-00917,Synthetic Product 00917,EA,AMBIENT,Y,N,N
SKU-00918,Synthetic Product 00918,CASE,AMBIENT,N,N,N
SKU-00919,Synthetic Product 00919,PALLET,AMBIENT,N,N,N
SKU-00920,Synthetic Product 00920,PALLET,AMBIENT,Y,N,N
SKU-00921,Synthetic Product 00921,PALLET,AMBIENT,Y,N,N
SKU-00922,Synthetic Product 00922,CASE,CHILLED,N,N,N
SKU-00923,Synthetic Product 00923,PALLET,AMBIENT,Y,N,N
SKU-00924,Synthetic Product 00924,CASE,AMBIENT,N,Y,N
SKU-00925,Synthetic Product 00925,CASE,CHILLED,N,N,N
SKU-00926,Synthetic Product 00926,EA,AMBIENT,N,N,N
SKU-00927,Synthetic Product 00927,EA,AMBIENT,Y,N,N
SKU-00928,Synthetic Product 00928,PALLET,AMBIENT,N,N,N
SKU-00929,Synthetic Product 00929,EA,FROZEN,N,N,N
SKU-00930,Synthetic Product 00930,CASE,AMBIENT,N,N,N
SKU-00931,Synthetic Product 00931,CASE,CHILLED,Y,N,N
SKU-00932,Synthetic Product 00932,EA,AMBIENT,Y,N,N
SKU-00933,Synthetic Product 00933,PALLET,AMBIENT,Y,N,N
SKU-00934,Synthetic Product 00934,PALLET,AMBIENT,N,N,N
SKU-00935,Synthetic Product 00935,EA,AMBIENT,N,N,N
SKU-00936,Synthetic Product 00936,PALLET,AMBIENT,Y,N,N
SKU-00937,Synthetic Product 00937,PALLET,CHILLED,Y,Y,N
SKU-00938,Synthetic Product 00938,PALLET,FROZEN,N,N,N
SKU-00939,Synthetic Product 00939,PALLET,FROZEN,N,N,N
SKU-00940,Synthetic Product 00940,EA,AMBIENT,N,N,N
SKU-00941,Synthetic Product 00941,CASE,CHILLED,Y,N,N
SKU-00942,Synthetic Product 00942,CASE,AMBIENT,N,N,N
SKU-00943,Synthetic Product 00943,EA,AMBIENT,Y,N,N
SKU-00944,Synthetic Product 00944,EA,AMBIENT,Y,N,N
SKU-00945,Synthetic Product 00945,PALLET,AMBIENT,N,N,N
SKU-00946,Synthetic Product 00946,EA,CHILLED,N,N,N
SKU-00947,Synthetic Product 00947,EA,AMBIENT,N,Y,N
SKU-00948,Synthetic Product 00948,EA,CHILLED,Y,N,N
SKU-00949,Synthetic Product 00949,EA,AMBIENT,N,N,Y
SKU-00950,Synthetic Product 00950,CASE,AMBIENT,N,Y,N
SKU-00951,Synthetic Product 00951,EA,AMBIENT,Y,N,N
SKU-00952,Synthetic Product 00952,PALLET,AMBIENT,N,Y,N
SKU-00953,Synthetic Product 00953,CASE,AMBIENT,Y,N,N
SKU-00954,Synthetic Product 00954,CASE,AMBIENT,Y,N,N
SKU-00955,Synthetic Product 00955,CASE,AMBIENT,N,N,N
SKU-00956,Synthetic Product 00956,PALLET,AMBIENT,N,N,Y
SKU-00957,Synthetic Product 00957,EA,AMBIENT,Y,Y,N
SKU-00958,Synthetic Product 00958,PALLET,AMBIENT,N,N,N
SKU-00959,Synthetic Product 00959,PALLET,AMBIENT,N,N,N
SKU-00960,Synthetic Product 00960,PALLET,AMBIENT,N,N,N
SKU-00961,Synthetic Product 00961,CASE,AMBIENT,Y,N,N
SKU-00962,Synthetic Product 00962,CASE,AMBIENT,Y,N,N
SKU-00963,Synthetic Product 00963,EA,AMBIENT,N,N,N
SKU-00964,Synthetic Product 00964,EA,AMBIENT,N,N,N
SKU-00965,Synthetic Product 00965,CASE,AMBIENT,N,N,N
SKU-00966,Synthetic Product 00966,CASE,AMBIENT,Y,N,N
SKU-00967,Synthetic Product 00967,EA,AMBIENT,Y,N,N
SKU-00968,Synthetic Product 00968,CASE,CHILLED,Y,N,N
SKU-00969,Synthetic Product 00969,PALLET,AMBIENT,N,N,N
SKU-00970,Synthetic Product 00970,EA,AMBIENT,N,Y,N
SKU-00971,Synthetic Product 00971,CASE,AMBIENT,N,N,N
SKU-00972,Synthetic Product 00972,EA,AMBIENT,Y,Y,N
SKU-00973,Synthetic Product 00973,CASE,AMBIENT,Y,N,N
SKU-00974,Synthetic Product 00974,CASE,AMBIENT,N,N,Y
SKU-00975,Synthetic Product 00975,EA,AMBIENT,N,N,N
SKU-00976,Synthetic Product 00976,PALLET,AMBIENT,N,N,N
SKU-00977,Synthetic Product 00977,EA,CHILLED,Y,N,Y
SKU-00978,Synthetic Product 00978,EA,AMBIENT,Y,N,N
SKU-00979,Synthetic Product 00979,PALLET,AMBIENT,N,N,N
SKU-00980,Synthetic Product 00980,CASE,AMBIENT,Y,N,N
SKU-00981,Synthetic Product 00981,EA,AMBIENT,Y,N,N
SKU-00982,Synthetic Product 00982,CASE,AMBIENT,Y,Y,N
SKU-00983,Synthetic Product 00983,CASE,AMBIENT,Y,N,N
SKU-00984,Synthetic Product 00984,EA,CHILLED,Y,N,Y
SKU-00985,Synthetic Product 00985,PALLET,AMBIENT,Y,N,N
SKU-00986,Synthetic Product 00986,CASE,AMBIENT,Y,N,N
SKU-00987,Synthetic Product 00987,PALLET,AMBIENT,N,N,N
SKU-00988,Synthetic Product 00988,PALLET,AMBIENT,N,N,N
SKU-00989,Synthetic Product 00989,EA,AMBIENT,N,N,N
SKU-00990,Synthetic Product 00990,EA,AMBIENT,Y,N,N
SKU-00991,Synthetic Product 00991,EA,AMBIENT,N,N,N
SKU-00992,Synthetic Product 00992,EA,AMBIENT,Y,N,Y
SKU-00993,Synthetic Product 00993,CASE,AMBIENT,N,N,N
SKU-00994,Synthetic Product 00994,CASE,AMBIENT,N,N,N
SKU-00995,Synthetic Product 00995,EA,AMBIENT,N,N,Y
SKU-00996,Synthetic Product 00996,PALLET,AMBIENT,N,N,N
SKU-00997,Synthetic Product 00997,PALLET,FROZEN,Y,N,N
SKU-00998,Synthetic Product 00998,CASE,AMBIENT,N,Y,N
SKU-00999,Synthetic Product 00999,PALLET,AMBIENT,N,N,N
SKU-01000,Synthetic Product 01000,CASE,AMBIENT,N,N,N
SKU-01001,Synthetic Product 01001,CASE,CHILLED,Y,N,N
SKU-01002,Synthetic Product 01002,CASE,AMBIENT,N,N,N
SKU-01003,Synthetic Product 01003,PALLET,AMBIENT,Y,N,N
SKU-01004,Synthetic Product 01004,CASE,AMBIENT,Y,N,N
SKU-01005,Synthetic Product 01005,CASE,AMBIENT,N,N,N
SKU-01006,Synthetic Product 01006,PALLET,AMBIENT,N,N,N
SKU-01007,Synthetic Product 01007,PALLET,AMBIENT,N,N,N
SKU-01008,Synthetic Product 01008,EA,CHILLED,N,N,N
SKU-01009,Synthetic Product 01009,EA,AMBIENT,N,N,N
SKU-01010,Synthetic Product 01010,PALLET,FROZEN,Y,N,N
SKU-01011,Synthetic Product 01011,CASE,AMBIENT,Y,N,N
SKU-01012,Synthetic Product 01012,PALLET,FROZEN,N,N,N
SKU-01013,Synthetic Product 01013,EA,AMBIENT,Y,N,N
SKU-01014,Synthetic Product 01014,PALLET,FROZEN,N,N,N
SKU-01015,Synthetic Product 01015,EA,AMBIENT,N,N,N
SKU-01016,Synthetic Product 01016,EA,AMBIENT,N,N,N
SKU-01017,Synthetic Product 01017,PALLET,AMBIENT,Y,N,N
SKU-01018,Synthetic Product 01018,PALLET,AMBIENT,Y,N,N
SKU-01019,Synthetic Product 01019,EA,FROZEN,N,N,N
SKU-01020,Synthetic Product 01020,PALLET,AMBIENT,N,N,N
SKU-01021,Synthetic Product 01021,EA,AMBIENT,Y,N,N
SKU-01022,Synthetic Product 01022,EA,CHILLED,Y,N,N
SKU-01023,Synthetic Product 01023,PALLET,AMBIENT,Y,Y,N
SKU-01024,Synthetic Product 01024,EA,AMBIENT,N,N,N
SKU-01025,Synthetic Product 01025,CASE,AMBIENT,N,N,Y
SKU-01026,Synthetic Product 01026,CASE,AMBIENT,N,N,N
SKU-01027,Synthetic Product 01027,PALLET,AMBIENT,Y,N,N
SKU-01028,Synthetic Product 01028,PALLET,AMBIENT,N,N,N
SKU-01029,Synthetic Product 01029,EA,FROZEN,Y,N,N
SKU-01030,Synthetic Product 01030,CASE,CHILLED,Y,N,N
SKU-01031,Synthetic Product 01031,PALLET,CHILLED,Y,N,N
SKU-01032,Synthetic Product 01032,CASE,AMBIENT,Y,N,N
SKU-01033,Synthetic Product 01033,EA,AMBIENT,N,N,N
SKU-01034,Synthetic Product 01034,EA,AMBIENT,Y,Y,N
SKU-01035,Synthetic Product 01035,CASE,AMBIENT,Y,N,N
SKU-01036,Synthetic Product 01036,PALLET,AMBIENT,Y,N,N
SKU-01037,Synthetic Product 01037,EA,AMBIENT,Y,N,N
SKU-01038,Synthetic Product 01038,EA,AMBIENT,Y,N,N
SKU-01039,Synthetic Product 01039,EA,AMBIENT,Y,N,N
SKU-01040,Synthetic Product 01040,PALLET,AMBIENT,N,N,N
SKU-01041,Synthetic Product 01041,EA,FROZEN,N,N,N
SKU-01042,Synthetic Product 01042,EA,AMBIENT,Y,N,N
SKU-01043,Synthetic Product 01043,EA,AMBIENT,N,N,N
SKU-01044,Synthetic Product 01044,PALLET,AMBIENT,N,N,Y
SKU-01045,Synthetic Product 01045,EA,CHILLED,N,N,N
SKU-01046,Synthetic Product 01046,CASE,AMBIENT,Y,N,N
SKU-01047,Synthetic Product 01047,EA,AMBIENT,Y,N,N
SKU-01048,Synthetic Product 01048,PALLET,AMBIENT,Y,Y,N
SKU-01049,Synthetic Product 01049,PALLET,AMBIENT,Y,Y,N
SKU-01050,Synthetic Product 01050,PALLET,AMBIENT,N,N,N
SKU-01051,Synthetic Product 01051,EA,AMBIENT,Y,N,N
SKU-01052,Synthetic Product 01052,EA,AMBIENT,N,N,N
SKU-01053,Synthetic Product 01053,EA,AMBIENT,N,N,N
SKU-01054,Synthetic Product 01054,EA,AMBIENT,N,N,N
SKU-01055,Synthetic Product 01055,EA,AMBIENT,N,N,N
SKU-01056,Synthetic Product 01056,PALLET,AMBIENT,Y,N,N
SKU-01057,Synthetic Product 01057,PALLET,AMBIENT,N,N,N
SKU-01058,Synthetic Product 01058,PALLET,AMBIENT,N,Y,N
SKU-01059,Synthetic Product 01059,EA,AMBIENT,N,N,N
SKU-01060,Synthetic Product 01060,EA,AMBIENT,Y,N,N
SKU-01061,Synthetic Product 01061,EA,AMBIENT,Y,N,N
SKU-01062,Synthetic Product 01062,EA,AMBIENT,N,N,N
SKU-01063,Synthetic Product 01063,CASE,AMBIENT,N,N,N
SKU-01064,Synthetic Product 01064,PALLET,AMBIENT,N,Y,N
SKU-01065,Synthetic Product 01065,CASE,AMBIENT,N,N,N
SKU-01066,Synthetic Product 01066,PALLET,AMBIENT,Y,N,N
SKU-01067,Synthetic Product 01067,CASE,AMBIENT,N,N,N
SKU-01068,Synthetic Product 01068,PALLET,AMBIENT,N,N,N
SKU-01069,Synthetic Product 01069,EA,AMBIENT,Y,N,N
SKU-01070,Synthetic Product 01070,CASE,AMBIENT,N,N,N
SKU-01071,Synthetic Product 01071,EA,AMBIENT,Y,Y,N
SKU-01072,Synthetic Product 01072,EA,AMBIENT,N,N,N
SKU-01073,Synthetic Product 01073,CASE,CHILLED,N,N,N
SKU-01074,Synthetic Product 01074,PALLET,FROZEN,N,N,N
SKU-01075,Synthetic Product 01075,PALLET,AMBIENT,Y,N,N
SKU-01076,Synthetic Product 01076,EA,FROZEN,N,N,N
SKU-01077,Synthetic Product 01077,CASE,AMBIENT,Y,N,N
SKU-01078,Synthetic Product 01078,EA,AMBIENT,N,N,N
SKU-01079,Synthetic Product 01079,PALLET,AMBIENT,N,Y,N
SKU-01080,Synthetic Product 01080,PALLET,FROZEN,Y,N,N
SKU-01081,Synthetic Product 01081,CASE,AMBIENT,Y,N,N
SKU-01082,Synthetic Product 01082,CASE,AMBIENT,N,N,N
SKU-01083,Synthetic Product 01083,PALLET,AMBIENT,Y,N,N
SKU-01084,Synthetic Product 01084,CASE,AMBIENT,Y,N,N
SKU-01085,Synthetic Product 01085,PALLET,AMBIENT,Y,N,N
SKU-01086,Synthetic Product 01086,EA,AMBIENT,N,N,N
SKU-01087,Synthetic Product 01087,PALLET,AMBIENT,Y,N,N
SKU-01088,Synthetic Product 01088,PALLET,AMBIENT,N,N,Y
SKU-01089,Synthetic Product 01089,EA,AMBIENT,N,N,Y
SKU-01090,Synthetic Product 01090,CASE,AMBIENT,Y,N,N
SKU-01091,Synthetic Product 01091,CASE,AMBIENT,Y,N,N
SKU-01092,Synthetic Product 01092,PALLET,FROZEN,Y,N,N
SKU-01093,Synthetic Product 01093,EA,AMBIENT,Y,N,N
SKU-01094,Synthetic Product 01094,PALLET,FROZEN,N,Y,N
SKU-01095,Synthetic Product 01095,CASE,CHILLED,Y,Y,N
SKU-01096,Synthetic Product 01096,CASE,AMBIENT,Y,N,N
SKU-01097,Synthetic Product 01097,CASE,AMBIENT,Y,N,N
SKU-01098,Synthetic Product 01098,CASE,AMBIENT,N,N,N
SKU-01099,Synthetic Product 01099,PALLET,AMBIENT,Y,N,N
SKU-01100,Synthetic Product 01100,EA,CHILLED,N,N,N
SKU-01101,Synthetic Product 01101,PALLET,AMBIENT,N,N,N
SKU-01102,Synthetic Product 01102,CASE,AMBIENT,Y,N,N
SKU-01103,Synthetic Product 01103,PALLET,AMBIENT,N,N,N
SKU-01104,Synthetic Product 01104,EA,AMBIENT,N,N,N
SKU-01105,Synthetic Product 01105,PALLET,AMBIENT,Y,N,N
SKU-01106,Synthetic Product 01106,EA,AMBIENT,Y,N,N
SKU-01107,Synthetic Product 01107,EA,FROZEN,N,N,N
SKU-01108,Synthetic Product 01108,CASE,AMBIENT,N,N,N
SKU-01109,Synthetic Product 01109,CASE,AMBIENT,Y,N,N
SKU-01110,Synthetic Product 01110,EA,FROZEN,Y,N,N
SKU-01111,Synthetic Product 01111,EA,AMBIENT,N,N,N
SKU-01112,Synthetic Product 01112,PALLET,CHILLED,Y,N,Y
SKU-01113,Synthetic Product 01113,PALLET,AMBIENT,Y,N,N
SKU-01114,Synthetic Product 01114,PALLET,AMBIENT,Y,N,N
SKU-01115,Synthetic Product 01115,PALLET,FROZEN,Y,N,Y
SKU-01116,Synthetic Product 01116,PALLET,AMBIENT,N,N,N
SKU-01117,Synthetic Product 01117,PALLET,AMBIENT,N,N,N
SKU-01118,Synthetic Product 01118,EA,FROZEN,N,Y,N
SKU-01119,Synthetic Product 01119,CASE,AMBIENT,Y,N,N
SKU-01120,Synthetic Product 01120,CASE,CHILLED,N,N,N
SKU-01121,Synthetic Product 01121,PALLET,AMBIENT,Y,N,N
SKU-01122,Synthetic Product 01122,EA,AMBIENT,N,N,N
SKU-01123,Synthetic Product 01123,CASE,AMBIENT,N,N,N
SKU-01124,Synthetic Product 01124,PALLET,AMBIENT,Y,N,N
SKU-01125,Synthetic Product 01125,EA,AMBIENT,Y,N,N
SKU-01126,Synthetic Product 01126,PALLET,AMBIENT,N,N,N
SKU-01127,Synthetic Product 01127,CASE,AMBIENT,Y,N,N
SKU-01128,Synthetic Product 01128,EA,AMBIENT,Y,N,N
SKU-01129,Synthetic Product 01129,CASE,AMBIENT,Y,N,Y
SKU-01130,Synthetic Product 01130,PALLET,AMBIENT,N,N,N
SKU-01131,Synthetic Product 01131,CASE,AMBIENT,N,N,N
SKU-01132,Synthetic Product 01132,CASE,CHILLED,Y,N,N
SKU-01133,Synthetic Product 01133,CASE,AMBIENT,Y,N,N
SKU-01134,Synthetic Product 01134,EA,FROZEN,Y,Y,N
SKU-01135,Synthetic Product 01135,CASE,AMBIENT,Y,N,N
SKU-01136,Synthetic Product 01136,CASE,AMBIENT,N,N,N
SKU-01137,Synthetic Product 01137,PALLET,AMBIENT,Y,N,N
SKU-01138,Synthetic Product 01138,PALLET,FROZEN,N,N,N
SKU-01139,Synthetic Product 01139,EA,AMBIENT,N,Y,N
SKU-01140,Synthetic Product 01140,PALLET,AMBIENT,Y,Y,N
SKU-01141,Synthetic Product 01141,EA,AMBIENT,Y,N,N
SKU-01142,Synthetic Product 01142,EA,AMBIENT,Y,N,N
SKU-01143,Synthetic Product 01143,CASE,FROZEN,N,N,N
SKU-01144,Synthetic Product 01144,PALLET,AMBIENT,N,N,N
SKU-01145,Synthetic Product 01145,EA,FROZEN,N,N,N
SKU-01146,Synthetic Product 01146,CASE,AMBIENT,N,Y,N
SKU-01147,Synthetic Product 01147,PALLET,AMBIENT,N,N,N
SKU-01148,Synthetic Product 01148,PALLET,AMBIENT,N,N,N
SKU-01149,Synthetic Product 01149,CASE,FROZEN,N,N,N
SKU-01150,Synthetic Product 01150,EA,AMBIENT,Y,N,N
SKU-01151,Synthetic Product 01151,EA,AMBIENT,N,N,N
SKU-01152,Synthetic Product 01152,PALLET,CHILLED,Y,N,N
SKU-01153,Synthetic Product 01153,EA,AMBIENT,Y,Y,N
SKU-01154,Synthetic Product 01154,EA,AMBIENT,N,N,N
SKU-01155,Synthetic Product 01155,CASE,AMBIENT,N,N,N
SKU-01156,Synthetic Product 01156,CASE,AMBIENT,N,N,Y
SKU-01157,Synthetic Product 01157,PALLET,AMBIENT,N,N,N
SKU-01158,Synthetic Product 01158,EA,AMBIENT,N,Y,N
SKU-01159,Synthetic Product 01159,CASE,CHILLED,N,N,N
SKU-01160,Synthetic Product 01160,CASE,AMBIENT,Y,N,N
SKU-01161,Synthetic Product 01161,PALLET,AMBIENT,Y,Y,N
SKU-01162,Synthetic Product 01162,PALLET,AMBIENT,N,N,N
SKU-01163,Synthetic Product 01163,CASE,AMBIENT,Y,N,N
SKU-01164,Synthetic Product 01164,EA,AMBIENT,Y,N,N
SKU-01165,Synthetic Product 01165,PALLET,AMBIENT,N,N,N
SKU-01166,Synthetic Product 01166,PALLET,FROZEN,Y,N,N
SKU-01167,Synthetic Product 01167,CASE,AMBIENT,N,N,N
SKU-01168,Synthetic Product 01168,CASE,AMBIENT,Y,N,N
SKU-01169,Synthetic Product 01169,CASE,AMBIENT,Y,N,N
SKU-01170,Synthetic Product 01170,CASE,AMBIENT,Y,N,N
SKU-01171,Synthetic Product 01171,PALLET,AMBIENT,Y,N,Y
SKU-01172,Synthetic Product 01172,EA,AMBIENT,Y,N,Y
SKU-01173,Synthetic Product 01173,CASE,AMBIENT,Y,N,N
SKU-01174,Synthetic Product 01174,PALLET,AMBIENT,N,N,N
SKU-01175,Synthetic Product 01175,PALLET,AMBIENT,N,Y,N
SKU-01176,Synthetic Product 01176,PALLET,AMBIENT,Y,N,N
SKU-01177,Synthetic Product 01177,EA,AMBIENT,Y,N,N
SKU-01178,Synthetic Product 01178,EA,FROZEN,Y,N,N
SKU-01179,Synthetic Product 01179,EA,AMBIENT,Y,N,N
SKU-01180,Synthetic Product 01180,CASE,AMBIENT,Y,N,N
