warehouse_id,sku,location,wms_qty,erp_qty,vision_qty,reserved_qty,inventory_status,last_cycle_count_days
DC-11,SKU-00478,DC-11-Z05-B077,61,63,61,19,AVAILABLE,152
DC-11,SKU-00260,DC-11-Z10-B030,153,151,154,18,AVAILABLE,20
DC-11,SKU-00536,DC-11-Z02-B072,63,61,63,10,AVAILABLE,123
DC-11,SKU-01140,DC-11-Z11-B013,157,159,160,8,AVAILABLE,58
DC-11,SKU-00646,DC-11-Z01-B059,24,24,24,7,AVAILABLE,38
DC-11,SKU-00527,DC-11-Z03-B057,81,81,80,4,AVAILABLE,173
DC-11,SKU-01157,DC-11-Z02-B015,167,168,166,19,HOLD,171
DC-11,SKU-00015,DC-11-Z03-B031,61,62,58,3,AVAILABLE,70
DC-11,SKU-00046,DC-11-Z10-B046,116,115,116,18,QUARANTINE,85
DC-11,SKU-00641,DC-11-Z10-B071,198,198,199,18,AVAILABLE,126
DC-11,SKU-00405,DC-11-Z06-B065,151,151,150,13,AVAILABLE,2
DC-11,SKU-00190,DC-11-Z09-B018,175,177,175,10,AVAILABLE,14
DC-11,SKU-00979,DC-11-Z04-B034,74,73,73,16,AVAILABLE,26
DC-11,SKU-00779,DC-11-Z08-B022,71,71,71,1,AVAILABLE,142
DC-11,SKU-00045,DC-11-Z12-B066,158,156,158,10,AVAILABLE,56
DC-11,SKU-00579,DC-11-Z01-B051,30,30,33,20,AVAILABLE,71
DC-11,SKU-00313,DC-11-Z11-B042,25,24,25,17,AVAILABLE,5
DC-11,SKU-00593,DC-11-Z12-B029,212,212,212,17,AVAILABLE,19
DC-11,SKU-00134,DC-11-Z09-B017,209,209,209,13,AVAILABLE,77
DC-11,SKU-00879,DC-11-Z07-B026,162,160,163,14,HOLD,119
DC-11,SKU-01085,DC-11-Z04-B035,12,12,13,7,HOLD,176
DC-11,SKU-00166,DC-11-Z02-B001,39,39,38,18,AVAILABLE,122
DC-11,SKU-00669,DC-11-Z11-B025,15,17,18,0,AVAILABLE,25
DC-11,SKU-00953,DC-11-Z03-B034,183,183,183,10,AVAILABLE,169
DC-11,SKU-00384,DC-11-Z02-B030,59,59,58,2,AVAILABLE,84
DC-11,SKU-00354,DC-11-Z12-B058,40,40,41,8,AVAILABLE,77
DC-11,SKU-00293,DC-11-Z04-B042,119,121,116,6,AVAILABLE,43
DC-11,SKU-00182,DC-11-Z01-B001,59,59,59,7,AVAILABLE,74
DC-11,SKU-01118,DC-11-Z07-B027,38,39,38,19,AVAILABLE,49
DC-11,SKU-00849,DC-11-Z02-B003,156,156,157,5,AVAILABLE,118
DC-11,SKU-00759,DC-11-Z05-B014,29,29,28,10,AVAILABLE,42
DC-11,SKU-00438,DC-11-Z11-B005,114,114,114,17,AVAILABLE,178
DC-11,SKU-00691,DC-11-Z09-B016,213,212,213,11,QUARANTINE,21
DC-11,SKU-00048,DC-11-Z12-B014,197,196,197,15,AVAILABLE,152
DC-11,SKU-00054,DC-11-Z12-B068,33,33,32,5,AVAILABLE,121
DC-11,SKU-00352,DC-11-Z12-B008,135,135,132,10,AVAILABLE,82
DC-11,SKU-00535,DC-11-Z11-B026,215,215,216,1,AVAILABLE,140
DC-11,SKU-00139,DC-11-Z12-B038,144,144,144,16,QUARANTINE,174
DC-11,SKU-00503,DC-11-Z01-B010,72,72,71,16,AVAILABLE,155
DC-11,SKU-01180,DC-11-Z05-B041,60,58,63,0,AVAILABLE,130
DC-11,SKU-00959,DC-11-Z03-B003,15,15,12,11,AVAILABLE,127
DC-11,SKU-00723,DC-11-Z09-B035,84,82,87,20,HOLD,142
DC-11,SKU-00990,DC-11-Z06-B030,114,112,113,16,AVAILABLE,122
DC-11,SKU-00940,DC-11-Z07-B055,219,219,219,5,AVAILABLE,169
DC-11,SKU-00914,DC-11-Z01-B052,46,46,46,9,QUARANTINE,148
DC-11,SKU-00253,DC-11-Z01-B046,192,192,195,17,AVAILABLE,145
DC-11,SKU-00789,DC-11-Z04-B041,114,112,113,9,QUARANTINE,157
DC-11,SKU-00659,DC-11-Z06-B051,0,0,0,0,AVAILABLE,176
DC-11,SKU-00928,DC-11-Z08-B006,111,113,110,14,AVAILABLE,174
DC-11,SKU-00318,DC-11-Z02-B078,110,110,107,16,AVAILABLE,19
DC-11,SKU-00897,DC-11-Z12-B016,14,12,17,2,AVAILABLE,160
DC-11,SKU-01177,DC-11-Z07-B011,74,74,73,19,AVAILABLE,112
DC-11,SKU-00603,DC-11-Z06-B003,18,18,19,7,AVAILABLE,43
DC-11,SKU-00071,DC-11-Z12-B063,28,28,27,5,AVAILABLE,66
DC-11,SKU-00041,DC-11-Z08-B072,215,216,215,4,AVAILABLE,112
DC-11,SKU-01114,DC-11-Z08-B016,133,132,133,16,AVAILABLE,79
DC-11,SKU-00674,DC-11-Z11-B016,97,96,94,10,AVAILABLE,118
DC-11,SKU-00297,DC-11-Z09-B012,172,171,172,0,AVAILABLE,113
DC-11,SKU-00267,DC-11-Z02-B047,13,13,13,9,AVAILABLE,120
DC-11,SKU-00920,DC-11-Z02-B078,50,49,47,2,AVAILABLE,19
DC-11,SKU-00065,DC-11-Z10-B043,208,208,209,7,AVAILABLE,32
DC-11,SKU-00128,DC-11-Z09-B073,175,173,175,0,AVAILABLE,56
DC-11,SKU-00452,DC-11-Z05-B005,101,101,104,19,AVAILABLE,0
DC-11,SKU-00616,DC-11-Z02-B020,125,125,128,6,AVAILABLE,96
DC-11,SKU-01009,DC-11-Z04-B022,132,131,132,16,AVAILABLE,19
DC-11,SKU-00721,DC-11-Z09-B032,94,94,93,6,AVAILABLE,48
DC-11,SKU-00131,DC-11-Z04-B023,139,139,139,8,HOLD,166
DC-11,SKU-00450,DC-11-Z01-B070,106,106,106,18,AVAILABLE,96
DC-11,SKU-00612,DC-11-Z05-B027,101,101,104,18,AVAILABLE,92
DC-11,SKU-00623,DC-11-Z01-B041,116,116,113,0,AVAILABLE,86
DC-11,SKU-00261,DC-11-Z05-B043,91,91,94,5,AVAILABLE,101
DC-11,SKU-00310,DC-11-Z07-B064,212,212,215,12,AVAILABLE,36
DC-11,SKU-00074,DC-11-Z05-B027,160,160,160,15,AVAILABLE,33
DC-11,SKU-00468,DC-11-Z02-B075,170,171,171,12,QUARANTINE,103
DC-11,SKU-00931,DC-11-Z01-B042,80,79,77,20,AVAILABLE,60
DC-11,SKU-01087,DC-11-Z01-B039,102,102,103,12,AVAILABLE,54
DC-11,SKU-00679,DC-11-Z03-B073,218,216,217,18,AVAILABLE,179
DC-11,SKU-00280,DC-11-Z11-B048,100,102,103,7,AVAILABLE,124
DC-11,SKU-00252,DC-11-Z03-B054,158,158,158,5,AVAILABLE,179
DC-11,SKU-00553,DC-11-Z08-B002,217,217,217,1,AVAILABLE,167
DC-11,SKU-00416,DC-11-Z06-B069,49,48,46,9,AVAILABLE,120
DC-11,SKU-00795,DC-11-Z03-B005,114,114,111,3,AVAILABLE,149
DC-11,SKU-01036,DC-11-Z06-B075,132,132,132,0,HOLD,139
DC-11,SKU-00192,DC-11-Z12-B029,63,61,63,5,AVAILABLE,147
DC-11,SKU-00171,DC-11-Z06-B056,41,39,41,15,AVAILABLE,133
DC-11,SKU-00792,DC-11-Z09-B015,103,103,103,10,AVAILABLE,33
DC-11,SKU-00915,DC-11-Z09-B066,202,201,205,2,AVAILABLE,146
DC-11,SKU-01047,DC-11-Z06-B023,57,57,57,3,AVAILABLE,83
DC-11,SKU-01003,DC-11-Z01-B025,115,117,112,15,AVAILABLE,166
DC-11,SKU-00992,DC-11-Z01-B080,62,62,63,20,AVAILABLE,94
DC-11,SKU-00515,DC-11-Z06-B019,148,146,145,2,AVAILABLE,147
DC-11,SKU-00385,DC-11-Z03-B043,128,127,125,6,AVAILABLE,65
DC-11,SKU-01038,DC-11-Z10-B057,126,124,126,13,AVAILABLE,72
DC-11,SKU-00845,DC-11-Z01-B001,145,144,144,1,AVAILABLE,159
DC-11,SKU-00900,DC-11-Z08-B005,169,169,169,13,AVAILABLE,93
DC-11,SKU-00003,DC-11-Z01-B015,148,150,149,19,AVAILABLE,125
DC-11,SKU-00283,DC-11-Z02-B024,73,75,72,13,AVAILABLE,70
DC-11,SKU-00218,DC-11-Z01-B057,142,144,142,18,AVAILABLE,0
DC-11,SKU-00183,DC-11-Z04-B046,86,85,86,15,AVAILABLE,38
DC-11,SKU-00776,DC-11-Z12-B016,182,182,185,5,AVAILABLE,42
DC-11,SKU-00371,DC-11-Z12-B036,56,56,56,20,AVAILABLE,56
DC-11,SKU-00907,DC-11-Z05-B078,139,139,142,12,AVAILABLE,123
DC-11,SKU-00112,DC-11-Z05-B011,4,5,4,4,AVAILABLE,39
DC-11,SKU-01154,DC-11-Z02-B003,19,19,20,9,AVAILABLE,58
DC-11,SKU-00323,DC-11-Z11-B018,58,58,58,5,AVAILABLE,69
DC-11,SKU-00004,DC-11-Z07-B050,179,178,179,3,AVAILABLE,84
DC-11,SKU-00857,DC-11-Z08-B013,77,75,76,0,AVAILABLE,123
DC-11,SKU-00286,DC-11-Z11-B057,91,90,91,9,AVAILABLE,65
DC-11,SKU-00631,DC-11-Z09-B016,74,75,77,12,AVAILABLE,160
DC-11,SKU-01045,DC-11-Z10-B051,117,115,117,2,HOLD,72
DC-11,SKU-00392,DC-11-Z10-B069,97,97,97,1,AVAILABLE,76
DC-11,SKU-00012,DC-11-Z12-B035,143,142,146,4,AVAILABLE,130
DC-11,SKU-00556,DC-11-Z07-B042,21,21,22,4,HOLD,109
DC-11,SKU-00322,DC-11-Z09-B005,143,144,143,13,AVAILABLE,110
DC-11,SKU-00701,DC-11-Z01-B018,129,128,129,19,AVAILABLE,151
DC-11,SKU-00203,DC-11-Z11-B068,166,168,166,11,AVAILABLE,119
DC-11,SKU-01020,DC-11-Z08-B035,46,47,47,4,AVAILABLE,143
DC-11,SKU-01084,DC-11-Z02-B051,139,139,140,19,AVAILABLE,19
DC-11,SKU-00324,DC-11-Z02-B065,191,190,190,17,AVAILABLE,135
DC-11,SKU-00671,DC-11-Z02-B063,134,134,134,11,AVAILABLE,153
DC-11,SKU-00236,DC-11-Z08-B075,174,175,174,9,AVAILABLE,16
DC-11,SKU-00923,DC-11-Z10-B043,10,11,7,6,AVAILABLE,90
DC-11,SKU-00712,DC-11-Z03-B008,96,97,99,10,AVAILABLE,27
DC-11,SKU-00747,DC-11-Z11-B027,183,182,184,9,QUARANTINE,122
DC-11,SKU-00999,DC-11-Z05-B067,70,70,71,12,AVAILABLE,30
DC-11,SKU-01146,DC-11-Z11-B030,157,157,154,14,AVAILABLE,23
DC-11,SKU-00935,DC-11-Z03-B070,31,29,32,0,AVAILABLE,136
DC-11,SKU-00663,DC-11-Z11-B018,142,143,141,10,AVAILABLE,175
DC-11,SKU-01067,DC-11-Z02-B020,173,173,173,9,AVAILABLE,123
DC-11,SKU-00404,DC-11-Z04-B032,204,202,204,0,AVAILABLE,3
DC-11,SKU-00393,DC-11-Z03-B036,208,209,205,15,AVAILABLE,82
DC-11,SKU-00402,DC-11-Z01-B016,24,23,27,15,AVAILABLE,72
DC-11,SKU-00600,DC-11-Z04-B079,176,174,176,5,AVAILABLE,166
DC-11,SKU-00387,DC-11-Z03-B057,217,216,214,9,AVAILABLE,154
DC-11,SKU-00117,DC-11-Z06-B072,201,200,198,19,AVAILABLE,95
DC-11,SKU-00140,DC-11-Z08-B011,118,116,117,18,AVAILABLE,55
DC-11,SKU-01198,DC-11-Z12-B024,76,76,75,18,AVAILABLE,16
DC-11,SKU-00477,DC-11-Z09-B051,136,136,133,18,AVAILABLE,136
DC-11,SKU-00408,DC-11-Z06-B033,209,209,209,15,AVAILABLE,170
DC-11,SKU-00617,DC-11-Z09-B074,46,44,46,1,AVAILABLE,140
DC-11,SKU-00350,DC-11-Z05-B029,140,139,139,9,AVAILABLE,14
DC-11,SKU-01094,DC-11-Z01-B018,219,217,219,19,AVAILABLE,6
DC-11,SKU-00916,DC-11-Z09-B050,217,217,218,11,QUARANTINE,121
DC-11,SKU-00657,DC-11-Z07-B028,146,147,146,9,AVAILABLE,68
DC-11,SKU-00167,DC-11-Z08-B007,7,6,10,4,AVAILABLE,138
DC-11,SKU-00705,DC-11-Z10-B037,52,52,53,8,HOLD,37
DC-11,SKU-00114,DC-11-Z12-B011,72,70,69,8,AVAILABLE,76
DC-11,SKU-00689,DC-11-Z01-B005,191,189,192,8,AVAILABLE,20
DC-11,SKU-00724,DC-11-Z12-B011,112,111,112,16,AVAILABLE,164
DC-11,SKU-00917,DC-11-Z04-B013,28,28,28,7,AVAILABLE,55
DC-11,SKU-00367,DC-11-Z04-B020,62,62,65,13,AVAILABLE,148
DC-11,SKU-00864,DC-11-Z06-B014,164,164,164,19,AVAILABLE,46
DC-11,SKU-00824,DC-11-Z07-B070,172,174,171,11,HOLD,160
DC-11,SKU-00474,DC-11-Z08-B027,76,76,73,8,AVAILABLE,111
DC-11,SKU-00729,DC-11-Z05-B028,109,108,108,7,AVAILABLE,116
DC-11,SKU-00106,DC-11-Z04-B067,14,16,17,3,AVAILABLE,159
DC-11,SKU-00191,DC-11-Z05-B055,13,13,10,4,AVAILABLE,51
DC-11,SKU-00213,DC-11-Z10-B004,202,202,203,15,AVAILABLE,111
DC-11,SKU-00223,DC-11-Z06-B071,161,159,161,11,AVAILABLE,12
DC-11,SKU-01000,DC-11-Z08-B051,13,13,10,12,AVAILABLE,146
DC-11,SKU-01127,DC-11-Z10-B067,205,206,205,14,AVAILABLE,47
DC-11,SKU-00988,DC-11-Z08-B036,110,110,109,10,AVAILABLE,98
DC-11,SKU-00317,DC-11-Z02-B030,142,142,142,11,AVAILABLE,17
DC-11,SKU-00194,DC-11-Z02-B033,24,24,24,1,AVAILABLE,110
DC-11,SKU-00428,DC-11-Z02-B055,73,73,72,1,AVAILABLE,64
DC-11,SKU-00596,DC-11-Z02-B073,1,1,1,0,AVAILABLE,18
DC-11,SKU-00113,DC-11-Z07-B012,133,132,133,10,AVAILABLE,153
DC-11,SKU-00578,DC-11-Z10-B058,123,123,123,18,AVAILABLE,65
DC-11,SKU-00866,DC-11-Z01-B056,116,117,115,12,AVAILABLE,130
DC-11,SKU-00258,DC-11-Z12-B008,151,153,151,18,AVAILABLE,20
DC-11,SKU-00780,DC-11-Z04-B066,44,43,41,0,AVAILABLE,98
DC-11,SKU-00942,DC-11-Z01-B045,167,167,170,8,AVAILABLE,46
DC-11,SKU-01028,DC-11-Z07-B048,182,183,185,2,AVAILABLE,179
DC-11,SKU-00533,DC-11-Z07-B001,20,20,21,6,AVAILABLE,70
DC-11,SKU-00983,DC-11-Z12-B021,95,95,95,0,AVAILABLE,18
DC-11,SKU-00409,DC-11-Z09-B065,167,166,167,9,QUARANTINE,111
DC-11,SKU-00555,DC-11-Z12-B072,134,132,134,0,AVAILABLE,105
DC-11,SKU-00829,DC-11-Z03-B004,97,97,96,9,AVAILABLE,80
DC-11,SKU-00794,DC-11-Z05-B019,180,178,179,4,AVAILABLE,166
DC-11,SKU-01014,DC-11-Z03-B080,170,172,167,12,HOLD,103
DC-11,SKU-00665,DC-11-Z11-B042,56,58,56,8,AVAILABLE,62
DC-11,SKU-00749,DC-11-Z11-B031,205,205,205,10,HOLD,156
DC-11,SKU-00010,DC-11-Z08-B058,89,87,89,9,AVAILABLE,124
DC-11,SKU-00406,DC-11-Z12-B022,0,2,1,0,AVAILABLE,23
DC-11,SKU-00519,DC-11-Z01-B020,209,208,212,0,AVAILABLE,11
DC-11,SKU-01041,DC-11-Z02-B054,1,0,1,1,QUARANTINE,77
DC-11,SKU-00483,DC-11-Z08-B020,27,29,27,14,AVAILABLE,92
DC-11,SKU-01159,DC-11-Z12-B053,76,76,77,3,AVAILABLE,129
DC-11,SKU-00399,DC-11-Z02-B034,81,81,80,17,AVAILABLE,33
DC-11,SKU-01086,DC-11-Z05-B032,21,23,21,5,AVAILABLE,144
DC-11,SKU-00469,DC-11-Z02-B045,206,207,206,1,AVAILABLE,123
DC-11,SKU-00159,DC-11-Z06-B021,93,93,94,19,AVAILABLE,83
DC-11,SKU-00680,DC-11-Z06-B044,87,87,84,10,QUARANTINE,81
DC-11,SKU-00695,DC-11-Z10-B014,146,147,143,14,HOLD,91
DC-11,SKU-01058,DC-11-Z07-B006,213,214,212,5,AVAILABLE,115
DC-11,SKU-01107,DC-11-Z07-B044,208,208,207,0,AVAILABLE,109
DC-11,SKU-00214,DC-11-Z10-B031,54,52,55,5,AVAILABLE,100
DC-11,SKU-00379,DC-11-Z03-B057,69,69,68,8,AVAILABLE,57
DC-11,SKU-00013,DC-11-Z03-B060,89,88,86,8,AVAILABLE,135
DC-11,SKU-01193,DC-11-Z12-B077,160,161,159,7,AVAILABLE,39
DC-11,SKU-00838,DC-11-Z04-B058,22,20,21,15,AVAILABLE,120
DC-11,SKU-00624,DC-11-Z08-B034,177,177,177,10,AVAILABLE,137
DC-11,SKU-00487,DC-11-Z06-B056,77,77,80,1,HOLD,53
DC-11,SKU-01103,DC-11-Z04-B056,206,206,206,3,AVAILABLE,59
DC-11,SKU-00081,DC-11-Z06-B017,33,31,33,9,AVAILABLE,75
DC-11,SKU-00008,DC-11-Z05-B073,82,81,85,5,AVAILABLE,105
DC-11,SKU-00120,DC-11-Z08-B007,166,166,167,20,AVAILABLE,79
DC-11,SKU-00856,DC-11-Z07-B045,208,206,208,9,AVAILABLE,56
DC-11,SKU-01007,DC-11-Z03-B033,12,12,13,4,AVAILABLE,51
DC-11,SKU-00840,DC-11-Z03-B012,147,149,150,0,AVAILABLE,160
DC-11,SKU-00781,DC-11-Z12-B051,104,103,101,19,AVAILABLE,141
DC-11,SKU-01035,DC-11-Z10-B052,199,199,198,6,AVAILABLE,107
DC-11,SKU-00847,DC-11-Z04-B080,199,198,199,1,AVAILABLE,103
DC-11,SKU-00303,DC-11-Z02-B058,57,57,57,16,AVAILABLE,119
DC-11,SKU-00122,DC-11-Z03-B040,174,172,173,18,AVAILABLE,39
DC-11,SKU-00241,DC-11-Z07-B043,97,97,100,3,AVAILABLE,131
DC-11,SKU-00819,DC-11-Z10-B077,15,14,18,9,AVAILABLE,180
DC-11,SKU-01081,DC-11-Z05-B010,93,92,94,18,AVAILABLE,151
DC-11,SKU-00547,DC-11-Z07-B007,79,78,79,8,AVAILABLE,127
DC-11,SKU-00635,DC-11-Z01-B058,171,171,172,3,AVAILABLE,11
DC-11,SKU-00668,DC-11-Z03-B078,100,99,99,16,AVAILABLE,150
DC-11,SKU-00903,DC-11-Z05-B038,139,139,142,17,AVAILABLE,145
DC-11,SKU-01200,DC-11-Z10-B061,80,81,80,14,AVAILABLE,35
DC-11,SKU-00017,DC-11-Z03-B035,103,102,103,8,AVAILABLE,85
DC-11,SKU-00415,DC-11-Z06-B080,71,72,70,2,AVAILABLE,88
DC-11,SKU-00572,DC-11-Z07-B029,131,132,131,1,AVAILABLE,127
DC-11,SKU-00654,DC-11-Z06-B018,212,212,212,0,AVAILABLE,150
DC-11,SKU-00664,DC-11-Z02-B018,61,63,62,3,AVAILABLE,76
DC-11,SKU-00174,DC-11-Z01-B050,203,205,203,4,AVAILABLE,41
DC-11,SKU-00919,DC-11-Z05-B057,219,219,218,8,AVAILABLE,95
DC-11,SKU-00136,DC-11-Z07-B031,70,69,73,5,AVAILABLE,73
DC-11,SKU-00713,DC-11-Z06-B003,35,35,34,19,AVAILABLE,111
DC-11,SKU-00070,DC-11-Z01-B003,133,135,133,18,AVAILABLE,115
DC-11,SKU-00797,DC-11-Z12-B011,127,126,127,7,AVAILABLE,141
DC-11,SKU-00771,DC-11-Z02-B058,82,80,82,3,AVAILABLE,14
DC-11,SKU-00040,DC-11-Z04-B013,28,28,31,6,AVAILABLE,95
DC-11,SKU-00700,DC-11-Z08-B015,195,195,195,2,AVAILABLE,119
DC-11,SKU-01076,DC-11-Z12-B054,181,182,181,8,AVAILABLE,61
DC-11,SKU-00501,DC-11-Z08-B009,61,61,60,12,AVAILABLE,135
DC-11,SKU-00170,DC-11-Z09-B055,219,217,216,17,AVAILABLE,144
DC-11,SKU-01184,DC-11-Z01-B055,217,217,220,16,AVAILABLE,123
DC-11,SKU-00554,DC-11-Z11-B048,161,161,161,8,QUARANTINE,93
DC-11,SKU-00561,DC-11-Z05-B065,67,66,67,13,AVAILABLE,118
DC-11,SKU-00440,DC-11-Z05-B064,202,202,199,9,AVAILABLE,85
DC-11,SKU-01026,DC-11-Z07-B032,161,163,158,2,AVAILABLE,108
DC-11,SKU-00398,DC-11-Z08-B004,21,21,21,17,AVAILABLE,34
DC-11,SKU-01178,DC-11-Z07-B080,104,105,103,13,AVAILABLE,170
DC-11,SKU-00378,DC-11-Z06-B039,48,48,45,5,AVAILABLE,68
DC-11,SKU-01024,DC-11-Z01-B065,53,53,54,13,AVAILABLE,20
DC-11,SKU-00714,DC-11-Z07-B020,17,17,17,16,QUARANTINE,153
DC-11,SKU-00125,DC-11-Z08-B034,204,206,207,13,AVAILABLE,19
DC-11,SKU-01083,DC-11-Z10-B051,1,1,0,0,AVAILABLE,21
DC-11,SKU-00298,DC-11-Z11-B038,8,8,8,0,AVAILABLE,94
DC-11,SKU-00439,DC-11-Z03-B046,5,6,5,0,AVAILABLE,59
DC-11,SKU-00816,DC-11-Z11-B025,50,50,51,14,AVAILABLE,30
DC-12,SKU-00752,DC-12-Z03-B044,200,200,203,18,AVAILABLE,115
DC-12,SKU-00230,DC-12-Z04-B080,44,44,44,17,AVAILABLE,129
DC-12,SKU-01096,DC-12-Z07-B062,151,150,151,20,AVAILABLE,57
DC-12,SKU-00498,DC-12-Z10-B026,34,34,35,11,QUARANTINE,165
DC-12,SKU-01177,DC-12-Z12-B018,129,131,129,14,HOLD,158
DC-12,SKU-00799,DC-12-Z07-B054,29,31,26,19,AVAILABLE,137
DC-12,SKU-00011,DC-12-Z12-B004,196,196,196,4,AVAILABLE,147
DC-12,SKU-00590,DC-12-Z03-B066,158,158,158,18,QUARANTINE,39
DC-12,SKU-00626,DC-12-Z03-B027,181,181,180,4,AVAILABLE,27
DC-12,SKU-00192,DC-12-Z06-B022,165,163,168,12,AVAILABLE,70
DC-12,SKU-01181,DC-12-Z09-B038,83,83,83,7,AVAILABLE,43
DC-12,SKU-00644,DC-12-Z10-B058,53,51,56,6,HOLD,42
DC-12,SKU-01137,DC-12-Z07-B015,11,12,12,1,AVAILABLE,138
DC-12,SKU-01032,DC-12-Z04-B033,194,196,194,19,AVAILABLE,97
DC-12,SKU-00700,DC-12-Z03-B029,184,184,183,11,AVAILABLE,88
DC-12,SKU-00570,DC-12-Z08-B027,156,156,155,8,AVAILABLE,66
DC-12,SKU-00731,DC-12-Z09-B026,124,126,125,13,AVAILABLE,113
DC-12,SKU-00824,DC-12-Z07-B025,14,12,17,7,AVAILABLE,65
DC-12,SKU-00551,DC-12-Z07-B058,145,146,145,6,HOLD,68
DC-12,SKU-00491,DC-12-Z07-B004,213,215,214,3,AVAILABLE,130
DC-12,SKU-00410,DC-12-Z10-B069,191,191,192,8,HOLD,3
DC-12,SKU-00744,DC-12-Z11-B037,76,77,76,14,AVAILABLE,163
DC-12,SKU-01131,DC-12-Z02-B025,127,128,127,16,AVAILABLE,151
DC-12,SKU-00446,DC-12-Z11-B055,140,140,137,10,AVAILABLE,81
DC-12,SKU-00592,DC-12-Z02-B032,160,162,160,18,HOLD,36
DC-12,SKU-00149,DC-12-Z01-B059,113,111,110,18,AVAILABLE,17
DC-12,SKU-01184,DC-12-Z06-B075,127,127,124,10,AVAILABLE,26
DC-12,SKU-00735,DC-12-Z05-B047,17,17,16,5,AVAILABLE,140
DC-12,SKU-00664,DC-12-Z11-B040,48,48,49,6,AVAILABLE,131
DC-12,SKU-00355,DC-12-Z09-B066,214,215,215,18,AVAILABLE,82
DC-12,SKU-01040,DC-12-Z02-B012,70,71,67,19,AVAILABLE,22
DC-12,SKU-00820,DC-12-Z05-B074,47,47,48,1,AVAILABLE,90
DC-12,SKU-00088,DC-12-Z10-B078,119,118,119,8,AVAILABLE,60
DC-12,SKU-00722,DC-12-Z11-B049,149,148,152,6,AVAILABLE,143
DC-12,SKU-01183,DC-12-Z07-B076,136,136,137,9,AVAILABLE,11
DC-12,SKU-00585,DC-12-Z07-B049,39,41,36,18,AVAILABLE,3
DC-12,SKU-00208,DC-12-Z05-B027,130,130,130,19,AVAILABLE,44
DC-12,SKU-00030,DC-12-Z12-B047,55,53,52,16,AVAILABLE,124
DC-12,SKU-00133,DC-12-Z08-B057,105,105,104,20,AVAILABLE,170
DC-12,SKU-00084,DC-12-Z05-B025,67,67,64,0,AVAILABLE,164
DC-12,SKU-00218,DC-12-Z04-B012,114,115,114,16,AVAILABLE,10
DC-12,SKU-00890,DC-12-Z07-B055,130,128,133,20,AVAILABLE,86
DC-12,SKU-00120,DC-12-Z01-B042,74,72,75,18,AVAILABLE,10
DC-12,SKU-01004,DC-12-Z02-B031,43,45,43,5,AVAILABLE,78
DC-12,SKU-00040,DC-12-Z11-B003,67,67,67,2,AVAILABLE,118
DC-12,SKU-01121,DC-12-Z02-B002,86,88,86,19,AVAILABLE,8
DC-12,SKU-00223,DC-12-Z01-B073,30,30,31,0,AVAILABLE,30
DC-12,SKU-00178,DC-12-Z08-B039,118,118,118,15,AVAILABLE,84
DC-12,SKU-00466,DC-12-Z05-B072,186,188,186,19,AVAILABLE,11
DC-12,SKU-00160,DC-12-Z02-B045,23,25,26,20,AVAILABLE,82
DC-12,SKU-00888,DC-12-Z05-B077,196,196,196,12,QUARANTINE,30
DC-12,SKU-01155,DC-12-Z09-B036,56,56,56,5,QUARANTINE,135
DC-12,SKU-00128,DC-12-Z05-B077,5,7,6,0,AVAILABLE,79
DC-12,SKU-00560,DC-12-Z05-B049,82,82,82,13,QUARANTINE,101
DC-12,SKU-00774,DC-12-Z12-B013,50,49,50,7,AVAILABLE,117
DC-12,SKU-00531,DC-12-Z09-B030,123,124,123,18,AVAILABLE,29
DC-12,SKU-01076,DC-12-Z10-B030,6,6,6,0,AVAILABLE,70
DC-12,SKU-00616,DC-12-Z01-B078,118,117,115,19,AVAILABLE,74
DC-12,SKU-01104,DC-12-Z11-B009,40,41,41,10,AVAILABLE,69
DC-12,SKU-00450,DC-12-Z06-B003,166,164,165,12,AVAILABLE,147
DC-12,SKU-00649,DC-12-Z02-B045,158,158,159,6,AVAILABLE,179
DC-12,SKU-00837,DC-12-Z09-B047,90,90,93,19,AVAILABLE,62
DC-12,SKU-00077,DC-12-Z04-B078,192,192,191,10,AVAILABLE,93
DC-12,SKU-00723,DC-12-Z08-B070,14,14,14,5,AVAILABLE,55
DC-12,SKU-00867,DC-12-Z01-B053,7,7,4,6,HOLD,139
DC-12,SKU-01050,DC-12-Z07-B039,50,50,50,3,AVAILABLE,155
DC-12,SKU-01007,DC-12-Z01-B046,215,215,215,19,AVAILABLE,86
DC-12,SKU-00746,DC-12-Z08-B068,96,94,96,19,AVAILABLE,177
DC-12,SKU-00685,DC-12-Z04-B052,26,26,29,8,AVAILABLE,151
DC-12,SKU-00747,DC-12-Z04-B035,112,112,109,14,AVAILABLE,15
DC-12,SKU-00163,DC-12-Z06-B074,82,82,83,3,AVAILABLE,40
DC-12,SKU-00931,DC-12-Z10-B075,107,107,107,15,AVAILABLE,2
DC-12,SKU-00832,DC-12-Z02-B069,111,110,108,18,AVAILABLE,58
DC-12,SKU-00972,DC-12-Z05-B050,10,8,10,8,AVAILABLE,14
DC-12,SKU-00586,DC-12-Z03-B004,218,218,218,6,AVAILABLE,55
DC-12,SKU-00757,DC-12-Z07-B015,171,169,174,20,AVAILABLE,89
DC-12,SKU-01109,DC-12-Z06-B033,157,155,157,13,AVAILABLE,178
DC-12,SKU-00080,DC-12-Z05-B033,32,31,33,17,AVAILABLE,106
